Continente;cod continente;País;cod pais;UF;cod uf;Via;cod via;ano;Mês;cod mes;Chegadas
América Central e Caribe;2;El Salvador;61;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
América Central e Caribe;2;Guatemala;84;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
América Central e Caribe;2;Haiti;91;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
América Central e Caribe;2;Honduras;93;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
América Central e Caribe;2;Nicarágua;160;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
América Central e Caribe;2;Panamá;170;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
América Central e Caribe;2;República Dominicana;186;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
América Central e Caribe;2;Trinidad e Tobago;227;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
América Central e Caribe;2;Outros países;998;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
América do Norte;3;Canadá;38;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
América do Norte;3;Estados Unidos;68;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
América do Norte;3;México;148;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
América do Sul;4;Argentina;11;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;7
América do Sul;4;Bolívia;26;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
América do Sul;4;Chile;42;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
América do Sul;4;Colômbia;48;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
América do Sul;4;Equador;63;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
América do Sul;4;Guiana;86;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
América do Sul;4;Guiana Francesa;87;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
América do Sul;4;Paraguai;173;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;2
América do Sul;4;Peru;174;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
América do Sul;4;Suriname;217;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
América do Sul;4;Uruguai;234;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
América do Sul;4;Venezuela;238;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
Ásia;5;Arábia Saudita;9;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
Ásia;5;Bangladesh;18;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
Ásia;5;China;43;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
Ásia;5;China, Hong Kong;44;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
Ásia;5;Cingapura;47;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
Ásia;5;Filipinas;72;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
Ásia;5;Índia;113;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
Ásia;5;Indonésia;114;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
Ásia;5;Irã;115;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
Ásia;5;Israel;119;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
Ásia;5;Japão;122;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
Ásia;5;Líbano;130;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
Ásia;5;Malásia;138;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
Ásia;5;Paquistão;172;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
Ásia;5;República da Coreia;184;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
Ásia;5;Síria;209;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
Ásia;5;Tailândia;220;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
Ásia;5;Taiwan;221;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
Ásia;5;Outros países;998;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
Europa;6;Alemanha;4;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
Europa;6;Áustria;15;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
Europa;6;Bélgica;21;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
Europa;6;Bulgária;31;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
Europa;6;Croácia;54;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
Europa;6;Dinamarca;57;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
Europa;6;Eslováquia;65;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
Europa;6;Eslovênia;66;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
Europa;6;Espanha;67;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
Europa;6;Estônia;69;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
Europa;6;Finlândia;73;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
Europa;6;França;74;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
Europa;6;Grécia;81;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
Europa;6;Holanda;92;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
Europa;6;Hungria;94;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
Europa;6;Irlanda;117;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
Europa;6;Itália;120;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
Europa;6;Letônia;129;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
Europa;6;Lituânia;134;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
Europa;6;Luxemburgo;135;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
Europa;6;Noruega;164;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
Europa;6;Polônia;177;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
Europa;6;Portugal;179;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
Europa;6;Reino Unido;182;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
Europa;6;República Tcheca;187;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
Europa;6;Romênia;188;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
Europa;6;Rússia;190;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
Europa;6;Sérvia;208;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
Europa;6;Suécia;215;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
Europa;6;Suíça;216;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
Europa;6;Turquia;230;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
Europa;6;Ucrânia;232;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
Europa;6;Outros países;998;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
Oceania;7;Austrália;14;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
Oceania;7;Nova Zelândia;166;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
Oceania;7;Outros países;998;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
Continente não especificado;8;Países não especificados;999;Mato Grosso do Sul;12;Aérea;1;2016;abril;4;0
África;1;África do Sul;2;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
África;1;Angola;6;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
África;1;Cabo Verde;35;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
África;1;Egito;60;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
África;1;Gana;77;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
África;1;Marrocos;143;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
África;1;Moçambique;151;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
África;1;Nigéria;162;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
África;1;Quênia;180;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
África;1;Tunísia;228;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
África;1;Outros países;998;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
América Central e Caribe;2;Costa Rica;53;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
América Central e Caribe;2;Cuba;55;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
América Central e Caribe;2;El Salvador;61;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
América Central e Caribe;2;Guatemala;84;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
América Central e Caribe;2;Haiti;91;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
América Central e Caribe;2;Honduras;93;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
América Central e Caribe;2;Nicarágua;160;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
América Central e Caribe;2;Panamá;170;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
América Central e Caribe;2;República Dominicana;186;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
América Central e Caribe;2;Trinidad e Tobago;227;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
América Central e Caribe;2;Outros países;998;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
América do Norte;3;Canadá;38;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
América do Norte;3;Estados Unidos;68;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
América do Norte;3;México;148;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
América do Sul;4;Argentina;11;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
América do Sul;4;Bolívia;26;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
América do Sul;4;Chile;42;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
América do Sul;4;Colômbia;48;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
América do Sul;4;Equador;63;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
América do Sul;4;Guiana;86;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
América do Sul;4;Guiana Francesa;87;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
América do Sul;4;Paraguai;173;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;8
América do Sul;4;Peru;174;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
América do Sul;4;Suriname;217;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
América do Sul;4;Uruguai;234;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
América do Sul;4;Venezuela;238;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
Ásia;5;Arábia Saudita;9;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
Ásia;5;Bangladesh;18;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
Ásia;5;China;43;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
Ásia;5;China, Hong Kong;44;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
Ásia;5;Cingapura;47;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
Ásia;5;Filipinas;72;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
Ásia;5;Índia;113;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
Ásia;5;Indonésia;114;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
Ásia;5;Irã;115;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
Ásia;5;Israel;119;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
Ásia;5;Japão;122;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
Ásia;5;Líbano;130;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
Ásia;5;Malásia;138;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
Ásia;5;Paquistão;172;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
Ásia;5;República da Coreia;184;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
Ásia;5;Síria;209;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
Ásia;5;Tailândia;220;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
Ásia;5;Taiwan;221;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
Ásia;5;Outros países;998;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
Europa;6;Alemanha;4;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
Europa;6;Áustria;15;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
Europa;6;Bélgica;21;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
Europa;6;Bulgária;31;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
Europa;6;Croácia;54;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
Europa;6;Dinamarca;57;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
Europa;6;Eslováquia;65;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
Europa;6;Eslovênia;66;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
Europa;6;Espanha;67;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
Europa;6;Estônia;69;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
Europa;6;Finlândia;73;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
Europa;6;França;74;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
Europa;6;Grécia;81;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
Europa;6;Holanda;92;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
Europa;6;Hungria;94;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
Europa;6;Irlanda;117;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
Europa;6;Itália;120;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
Europa;6;Letônia;129;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
Europa;6;Lituânia;134;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
Europa;6;Luxemburgo;135;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
Europa;6;Noruega;164;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
Europa;6;Polônia;177;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
Europa;6;Portugal;179;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
Europa;6;Reino Unido;182;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
Europa;6;República Tcheca;187;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
Europa;6;Romênia;188;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
Europa;6;Rússia;190;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
Europa;6;Sérvia;208;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
Europa;6;Suécia;215;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
Europa;6;Suíça;216;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
Europa;6;Turquia;230;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
Europa;6;Ucrânia;232;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
Europa;6;Outros países;998;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
Oceania;7;Austrália;14;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
Oceania;7;Nova Zelândia;166;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
Oceania;7;Outros países;998;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
Continente não especificado;8;Países não especificados;999;Mato Grosso do Sul;12;Aérea;1;2016;maio;5;0
África;1;África do Sul;2;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
África;1;Angola;6;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
África;1;Cabo Verde;35;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
África;1;Egito;60;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
África;1;Gana;77;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
África;1;Marrocos;143;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
África;1;Moçambique;151;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
África;1;Nigéria;162;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
África;1;Quênia;180;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
África;1;Tunísia;228;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
África;1;Outros países;998;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
América Central e Caribe;2;Costa Rica;53;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
América Central e Caribe;2;Cuba;55;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
América Central e Caribe;2;El Salvador;61;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
América Central e Caribe;2;Guatemala;84;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
América Central e Caribe;2;Haiti;91;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
América Central e Caribe;2;Honduras;93;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
América Central e Caribe;2;Nicarágua;160;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
América Central e Caribe;2;Panamá;170;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
América Central e Caribe;2;República Dominicana;186;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
América Central e Caribe;2;Trinidad e Tobago;227;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
América Central e Caribe;2;Outros países;998;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
América do Norte;3;Canadá;38;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
América do Norte;3;Estados Unidos;68;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;1
América do Norte;3;México;148;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
América do Sul;4;Argentina;11;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;1
América do Sul;4;Bolívia;26;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
América do Sul;4;Chile;42;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
América do Sul;4;Colômbia;48;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
América do Sul;4;Equador;63;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
América do Sul;4;Guiana;86;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
América do Sul;4;Guiana Francesa;87;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
América do Sul;4;Paraguai;173;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;15
América do Sul;4;Peru;174;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
América do Sul;4;Suriname;217;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
América do Sul;4;Uruguai;234;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
América do Sul;4;Venezuela;238;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
Ásia;5;Arábia Saudita;9;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
Ásia;5;Bangladesh;18;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
Ásia;5;China;43;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
Ásia;5;China, Hong Kong;44;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
Ásia;5;Cingapura;47;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
Ásia;5;Filipinas;72;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
Ásia;5;Índia;113;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
Ásia;5;Indonésia;114;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
Ásia;5;Irã;115;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
Ásia;5;Israel;119;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
Ásia;5;Japão;122;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
Ásia;5;Líbano;130;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
Ásia;5;Malásia;138;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
Ásia;5;Paquistão;172;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
Ásia;5;República da Coreia;184;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
Ásia;5;Síria;209;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
Ásia;5;Tailândia;220;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
Ásia;5;Taiwan;221;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
Ásia;5;Outros países;998;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
Europa;6;Alemanha;4;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
Europa;6;Áustria;15;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
Europa;6;Bélgica;21;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
Europa;6;Bulgária;31;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
Europa;6;Croácia;54;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
Europa;6;Dinamarca;57;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
Europa;6;Eslováquia;65;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
Europa;6;Eslovênia;66;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
Europa;6;Espanha;67;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
Europa;6;Estônia;69;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
Europa;6;Finlândia;73;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
Europa;6;França;74;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
Europa;6;Grécia;81;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
Europa;6;Holanda;92;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
Europa;6;Hungria;94;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
Europa;6;Irlanda;117;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
Europa;6;Itália;120;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
Europa;6;Letônia;129;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
Europa;6;Lituânia;134;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
Europa;6;Luxemburgo;135;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
Europa;6;Noruega;164;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
Europa;6;Polônia;177;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
Europa;6;Portugal;179;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
Europa;6;Reino Unido;182;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
Europa;6;República Tcheca;187;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
Europa;6;Romênia;188;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
Europa;6;Rússia;190;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
Europa;6;Sérvia;208;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
Europa;6;Suécia;215;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
Europa;6;Suíça;216;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
Europa;6;Turquia;230;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
Europa;6;Ucrânia;232;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
Europa;6;Outros países;998;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
Oceania;7;Austrália;14;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
Oceania;7;Nova Zelândia;166;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
Oceania;7;Outros países;998;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
Continente não especificado;8;Países não especificados;999;Mato Grosso do Sul;12;Aérea;1;2016;junho;6;0
África;1;África do Sul;2;Mato Grosso do Sul;12;Aérea;1;2016;julho;7;0
África;1;Angola;6;Mato Grosso do Sul;12;Aérea;1;2016;julho;7;0
África;1;Cabo Verde;35;Mato Grosso do Sul;12;Aérea;1;2016;julho;7;0
África;1;Egito;60;Mato Grosso do Sul;12;Aérea;1;2016;julho;7;0
África;1;Gana;77;Mato Grosso do Sul;12;Aérea;1;2016;julho;7;0
África;1;Marrocos;143;Mato Grosso do Sul;12;Aérea;1;2016;julho;7;0
África;1;Moçambique;151;Mato Grosso do Sul;12;Aérea;1;2016;julho;7;0
África;1;Nigéria;162;Mato Grosso do Sul;12;Aérea;1;2016;julho;7;0
África;1;Quênia;180;Mato Grosso do Sul;12;Aérea;1;2016;julho;7;0
África;1;Tunísia;228;Mato Grosso do Sul;12;Aérea;1;2016;julho;7;0
África;1;Outros países;998;Mato Grosso do Sul;12;Aérea;1;2016;julho;7;0
América Central e Caribe;2;Costa Rica;53;Mato Grosso do Sul;12;Aérea;1;2016;julho;7;0
América Central e Caribe;2;Cuba;55;Mato Grosso do Sul;12;Aérea;1;2016;julho;7;0
América Central e Caribe;2;El Salvador;61;Mato Grosso do Sul;12;Aérea;1;2016;julho;7;0
América Central e Caribe;2;Guatemala;84;Mato Grosso do Sul;12;Aérea;1;2016;julho;7;0
América Central e Caribe;2;Haiti;91;Mato Grosso do Sul;12;Aérea;1;2016;julho;7;0
América Central e Caribe;2;Honduras;93;Mato Grosso do Sul;12;Aérea;1;2016;julho;7;0
América Central e Caribe;2;Nicarágua;160;Mato Grosso do Sul;12;Aérea;1;2016;julho;7;0
América Central e Caribe;2;Panamá;170;Mato Grosso do Sul;12;Aérea;1;2016;julho;7;0
América Central e Caribe;2;República Dominicana;186;Mato Grosso do Sul;12;Aérea;1;2016;julho;7;0
América Central e Caribe;2;Trinidad e Tobago;227;Mato Grosso do Sul;12;Aérea;1;2016;julho;7;0
América Central e Caribe;2;Outros países;998;Mato Grosso do Sul;12;Aérea;1;2016;julho;7;0
América do Norte;3;Canadá;38;Mato Grosso do Sul;12;Aérea;1;2016;julho;7;0
América do Norte;3;Estados Unidos;68;Mato Grosso do Sul;12;Aérea;1;2016;julho;7;0
América do Norte;3;México;148;Mato Grosso do Sul;12;Aérea;1;2016;julho;7;0
América do Sul;4;Argentina;11;Mato Grosso do Sul;12;Aérea;1;2016;julho;7;5
América do Sul;4;Bolívia;26;Mato Grosso do Sul;12;Aérea;1;2016;julho;7;0
América do Sul;4;Chile;42;Mato Grosso do Sul;12;Aérea;1;2016;julho;7;0
América do Sul;4;Colômbia;48;Mato Grosso do Sul;12;Aérea;1;2016;julho;7;0
América do Sul;4;Equador;63;Mato Grosso do Sul;12;Aérea;1;2016;julho;7;0
América do Sul;4;Guiana;86;Mato Grosso do Sul;12;Aérea;1;2016;julho;7;0
América do Sul;4;Guiana Francesa;87;Mato Grosso do Sul;12;Aérea;1;2016;julho;7;0
América do Sul;4;Paraguai;173;Mato Grosso do Sul;12;Aérea;1;2016;julho;7;17
América do Sul;4;Peru;174;Mato Grosso do Sul;12;Aérea;1;2016;julho;7;0
América do Sul;4;Suriname;217;Mato Grosso do Sul;12;Aérea;1;2016;julho;7;0
América do Sul;4;Uruguai;234;Mato Grosso do Sul;12;Aérea;1;2016;julho;7;0
América do Sul;4;Venezuela;238;Mato Grosso do Sul;12;Aérea;1;2016;julho;7;0
Ásia;5;Arábia Saudita;9;Mato Grosso do Sul;12;Aérea;1;2016;julho;7;0
