Continente;Ordem continente;País;Ordem país;UF;Ordem UF;Via de acesso;Ordem via de acesso;Ano;Mês;Ordem mês;Chegadas
África;1;África do Sul;2;Amazonas;4;Aérea;1;2009;janeiro;1;6
África;1;Angola;6;Amazonas;4;Aérea;1;2009;janeiro;1;0
África;1;Cabo Verde;35;Amazonas;4;Aérea;1;2009;janeiro;1;0
África;1;Nigéria;162;Amazonas;4;Aérea;1;2009;janeiro;1;1
África;1;Outros países;998;Amazonas;4;Aérea;1;2009;janeiro;1;2
América Central e Caribe;2;Costa Rica;53;Amazonas;4;Aérea;1;2009;janeiro;1;9
América Central e Caribe;2;Cuba;55;Amazonas;4;Aérea;1;2009;janeiro;1;6
América Central e Caribe;2;Guatemala;84;Amazonas;4;Aérea;1;2009;janeiro;1;4
América Central e Caribe;2;Panamá;170;Amazonas;4;Aérea;1;2009;janeiro;1;9
América Central e Caribe;2;Outros países;998;Amazonas;4;Aérea;1;2009;janeiro;1;13
América do Norte;3;Canadá;38;Amazonas;4;Aérea;1;2009;janeiro;1;108
América do Norte;3;Estados Unidos;68;Amazonas;4;Aérea;1;2009;janeiro;1;1754
América do Norte;3;México;148;Amazonas;4;Aérea;1;2009;janeiro;1;11
América do Sul;4;Argentina;11;Amazonas;4;Aérea;1;2009;janeiro;1;15
América do Sul;4;Bolívia;26;Amazonas;4;Aérea;1;2009;janeiro;1;575
América do Sul;4;Chile;42;Amazonas;4;Aérea;1;2009;janeiro;1;7
América do Sul;4;Colômbia;48;Amazonas;4;Aérea;1;2009;janeiro;1;27
América do Sul;4;Equador;63;Amazonas;4;Aérea;1;2009;janeiro;1;1
América do Sul;4;Guiana Francesa;87;Amazonas;4;Aérea;1;2009;janeiro;1;0
América do Sul;4;Paraguai;173;Amazonas;4;Aérea;1;2009;janeiro;1;26
América do Sul;4;Peru;174;Amazonas;4;Aérea;1;2009;janeiro;1;14
América do Sul;4;Guiana;86;Amazonas;4;Aérea;1;2009;janeiro;1;0
América do Sul;4;Suriname;217;Amazonas;4;Aérea;1;2009;janeiro;1;2
América do Sul;4;Uruguai;234;Amazonas;4;Aérea;1;2009;janeiro;1;19
América do Sul;4;Venezuela;238;Amazonas;4;Aérea;1;2009;janeiro;1;229
Ásia;5;China;43;Amazonas;4;Aérea;1;2009;janeiro;1;8
Ásia;5;Índia;113;Amazonas;4;Aérea;1;2009;janeiro;1;3
Ásia;5;Israel;119;Amazonas;4;Aérea;1;2009;janeiro;1;5
Ásia;5;Japão;122;Amazonas;4;Aérea;1;2009;janeiro;1;39
Ásia;5;República da Coreia;184;Amazonas;4;Aérea;1;2009;janeiro;1;9
Ásia;5;Outros países;998;Amazonas;4;Aérea;1;2009;janeiro;1;9
Europa;6;Alemanha;4;Amazonas;4;Aérea;1;2009;janeiro;1;28
Europa;6;Áustria;15;Amazonas;4;Aérea;1;2009;janeiro;1;7
Europa;6;Bélgica;21;Amazonas;4;Aérea;1;2009;janeiro;1;0
Europa;6;Dinamarca;57;Amazonas;4;Aérea;1;2009;janeiro;1;4
Europa;6;Reino Unido;67;Amazonas;4;Aérea;1;2009;janeiro;1;9
Europa;6;Finlândia;73;Amazonas;4;Aérea;1;2009;janeiro;1;3
Europa;6;França;74;Amazonas;4;Aérea;1;2009;janeiro;1;29
Europa;6;Grécia;81;Amazonas;4;Aérea;1;2009;janeiro;1;2
Europa;6;Holanda;92;Amazonas;4;Aérea;1;2009;janeiro;1;6
Europa;6;Hungria;94;Amazonas;4;Aérea;1;2009;janeiro;1;1
Europa;6;Reino Unido;182;Amazonas;4;Aérea;1;2009;janeiro;1;87
Europa;6;Irlanda;117;Amazonas;4;Aérea;1;2009;janeiro;1;3
Europa;6;Itália;120;Amazonas;4;Aérea;1;2009;janeiro;1;208
Europa;6;Noruega;164;Amazonas;4;Aérea;1;2009;janeiro;1;1
Europa;6;Polônia;177;Amazonas;4;Aérea;1;2009;janeiro;1;7
Europa;6;Portugal;179;Amazonas;4;Aérea;1;2009;janeiro;1;316
Europa;6;República Tcheca;187;Amazonas;4;Aérea;1;2009;janeiro;1;3
Europa;6;Rússia;190;Amazonas;4;Aérea;1;2009;janeiro;1;1
Europa;6;Suécia;215;Amazonas;4;Aérea;1;2009;janeiro;1;13
Europa;6;Suíça;216;Amazonas;4;Aérea;1;2009;janeiro;1;6
Europa;6;Outros países;998;Amazonas;4;Aérea;1;2009;janeiro;1;12
Oceania;7;Austrália;14;Amazonas;4;Aérea;1;2009;janeiro;1;2
Oceania;7;Nova Zelândia;166;Amazonas;4;Aérea;1;2009;janeiro;1;3
Oceania;7;Outros países;998;Amazonas;4;Aérea;1;2009;janeiro;1;0
Continente não especificado;8;Países não especificados;999;Amazonas;4;Aérea;1;2009;janeiro;1;0
África;1;África do Sul;2;Amazonas;4;Aérea;1;2009;fevereiro;2;0
África;1;Angola;6;Amazonas;4;Aérea;1;2009;fevereiro;2;0
África;1;Cabo Verde;35;Amazonas;4;Aérea;1;2009;fevereiro;2;0
África;1;Nigéria;162;Amazonas;4;Aérea;1;2009;fevereiro;2;0
África;1;Outros países;998;Amazonas;4;Aérea;1;2009;fevereiro;2;13
América Central e Caribe;2;Costa Rica;53;Amazonas;4;Aérea;1;2009;fevereiro;2;11
América Central e Caribe;2;Cuba;55;Amazonas;4;Aérea;1;2009;fevereiro;2;20
América Central e Caribe;2;Guatemala;84;Amazonas;4;Aérea;1;2009;fevereiro;2;7
América Central e Caribe;2;Panamá;170;Amazonas;4;Aérea;1;2009;fevereiro;2;9
América Central e Caribe;2;Outros países;998;Amazonas;4;Aérea;1;2009;fevereiro;2;19
América do Norte;3;Canadá;38;Amazonas;4;Aérea;1;2009;fevereiro;2;124
América do Norte;3;Estados Unidos;68;Amazonas;4;Aérea;1;2009;fevereiro;2;1599
América do Norte;3;México;148;Amazonas;4;Aérea;1;2009;fevereiro;2;22
América do Sul;4;Argentina;11;Amazonas;4;Aérea;1;2009;fevereiro;2;8
América do Sul;4;Bolívia;26;Amazonas;4;Aérea;1;2009;fevereiro;2;428
América do Sul;4;Chile;42;Amazonas;4;Aérea;1;2009;fevereiro;2;2
América do Sul;4;Colômbia;48;Amazonas;4;Aérea;1;2009;fevereiro;2;42
América do Sul;4;Equador;63;Amazonas;4;Aérea;1;2009;fevereiro;2;14
América do Sul;4;Guiana Francesa;87;Amazonas;4;Aérea;1;2009;fevereiro;2;0
América do Sul;4;Paraguai;173;Amazonas;4;Aérea;1;2009;fevereiro;2;0
América do Sul;4;Peru;174;Amazonas;4;Aérea;1;2009;fevereiro;2;7
América do Sul;4;Guiana;86;Amazonas;4;Aérea;1;2009;fevereiro;2;0
América do Sul;4;Suriname;217;Amazonas;4;Aérea;1;2009;fevereiro;2;0
América do Sul;4;Uruguai;234;Amazonas;4;Aérea;1;2009;fevereiro;2;2
América do Sul;4;Venezuela;238;Amazonas;4;Aérea;1;2009;fevereiro;2;120
Ásia;5;China;43;Amazonas;4;Aérea;1;2009;fevereiro;2;42
Ásia;5;Índia;113;Amazonas;4;Aérea;1;2009;fevereiro;2;1
Ásia;5;Israel;119;Amazonas;4;Aérea;1;2009;fevereiro;2;5
Ásia;5;Japão;122;Amazonas;4;Aérea;1;2009;fevereiro;2;28
Ásia;5;República da Coreia;184;Amazonas;4;Aérea;1;2009;fevereiro;2;7
Ásia;5;Outros países;998;Amazonas;4;Aérea;1;2009;fevereiro;2;6
Europa;6;Alemanha;4;Amazonas;4;Aérea;1;2009;fevereiro;2;314
Europa;6;Áustria;15;Amazonas;4;Aérea;1;2009;fevereiro;2;14
Europa;6;Bélgica;21;Amazonas;4;Aérea;1;2009;fevereiro;2;3
Europa;6;Dinamarca;57;Amazonas;4;Aérea;1;2009;fevereiro;2;2
Europa;6;Espanha;67;Amazonas;4;Aérea;1;2009;fevereiro;2;13
Europa;6;Finlândia;73;Amazonas;4;Aérea;1;2009;fevereiro;2;4
Europa;6;França;74;Amazonas;4;Aérea;1;2009;fevereiro;2;23
Europa;6;Grécia;81;Amazonas;4;Aérea;1;2009;fevereiro;2;2
Europa;6;Holanda;92;Amazonas;4;Aérea;1;2009;fevereiro;2;11
Europa;6;Hungria;94;Amazonas;4;Aérea;1;2009;fevereiro;2;1
Europa;6;Reino Unido;182;Amazonas;4;Aérea;1;2009;fevereiro;2;119
Europa;6;Irlanda;117;Amazonas;4;Aérea;1;2009;fevereiro;2;6
Europa;6;Itália;120;Amazonas;4;Aérea;1;2009;fevereiro;2;245
Europa;6;Noruega;164;Amazonas;4;Aérea;1;2009;fevereiro;2;2
Europa;6;Polônia;177;Amazonas;4;Aérea;1;2009;fevereiro;2;0
Europa;6;Portugal;179;Amazonas;4;Aérea;1;2009;fevereiro;2;237
Europa;6;República Tcheca;187;Amazonas;4;Aérea;1;2009;fevereiro;2;0
Europa;6;Rússia;190;Amazonas;4;Aérea;1;2009;fevereiro;2;6
Europa;6;Suécia;215;Amazonas;4;Aérea;1;2009;fevereiro;2;11
Europa;6;Suíça;216;Amazonas;4;Aérea;1;2009;fevereiro;2;11
Europa;6;Outros países;998;Amazonas;4;Aérea;1;2009;fevereiro;2;4
Oceania;7;Austrália;14;Amazonas;4;Aérea;1;2009;fevereiro;2;5
Oceania;7;Nova Zelândia;166;Amazonas;4;Aérea;1;2009;fevereiro;2;0
Oceania;7;Outros países;998;Amazonas;4;Aérea;1;2009;fevereiro;2;0
Continente não especificado;8;Países não especificados;999;Amazonas;4;Aérea;1;2009;fevereiro;2;0
África;1;África do Sul;2;Amazonas;4;Aérea;1;2009;março;3;1
África;1;Angola;6;Amazonas;4;Aérea;1;2009;março;3;1
África;1;Cabo Verde;35;Amazonas;4;Aérea;1;2009;março;3;0
África;1;Nigéria;162;Amazonas;4;Aérea;1;2009;março;3;0
África;1;Outros países;998;Amazonas;4;Aérea;1;2009;março;3;2
América Central e Caribe;2;Costa Rica;53;Amazonas;4;Aérea;1;2009;março;3;3
América Central e Caribe;2;Cuba;55;Amazonas;4;Aérea;1;2009;março;3;6
América Central e Caribe;2;Guatemala;84;Amazonas;4;Aérea;1;2009;março;3;1
América Central e Caribe;2;Panamá;170;Amazonas;4;Aérea;1;2009;março;3;8
América Central e Caribe;2;Outros países;998;Amazonas;4;Aérea;1;2009;março;3;7
América do Norte;3;Canadá;38;Amazonas;4;Aérea;1;2009;março;3;91
América do Norte;3;Estados Unidos;68;Amazonas;4;Aérea;1;2009;março;3;2230
América do Norte;3;México;148;Amazonas;4;Aérea;1;2009;março;3;19
América do Sul;4;Argentina;11;Amazonas;4;Aérea;1;2009;março;3;5
América do Sul;4;Bolívia;26;Amazonas;4;Aérea;1;2009;março;3;283
América do Sul;4;Chile;42;Amazonas;4;Aérea;1;2009;março;3;8
América do Sul;4;Colômbia;48;Amazonas;4;Aérea;1;2009;março;3;25
América do Sul;4;Equador;63;Amazonas;4;Aérea;1;2009;março;3;24
América do Sul;4;Guiana Francesa;87;Amazonas;4;Aérea;1;2009;março;3;0
América do Sul;4;Paraguai;173;Amazonas;4;Aérea;1;2009;março;3;0
América do Sul;4;Peru;174;Amazonas;4;Aérea;1;2009;março;3;14
América do Sul;4;Guiana;86;Amazonas;4;Aérea;1;2009;março;3;0
América do Sul;4;Suriname;217;Amazonas;4;Aérea;1;2009;março;3;0
América do Sul;4;Uruguai;234;Amazonas;4;Aérea;1;2009;março;3;1
América do Sul;4;Venezuela;238;Amazonas;4;Aérea;1;2009;março;3;71
Ásia;5;China;43;Amazonas;4;Aérea;1;2009;março;3;4
Ásia;5;Índia;113;Amazonas;4;Aérea;1;2009;março;3;12
Ásia;5;Israel;119;Amazonas;4;Aérea;1;2009;março;3;7
Ásia;5;Japão;122;Amazonas;4;Aérea;1;2009;março;3;60
Ásia;5;República da Coreia;184;Amazonas;4;Aérea;1;2009;março;3;20
Ásia;5;Outros países;998;Amazonas;4;Aérea;1;2009;março;3;8
Europa;6;Alemanha;4;Amazonas;4;Aérea;1;2009;março;3;16
Europa;6;Áustria;15;Amazonas;4;Aérea;1;2009;março;3;7
Europa;6;Bélgica;21;Amazonas;4;Aérea;1;2009;março;3;4
Europa;6;Dinamarca;57;Amazonas;4;Aérea;1;2009;março;3;4
Europa;6;Espanha;67;Amazonas;4;Aérea;1;2009;março;3;6
Europa;6;Finlândia;73;Amazonas;4;Aérea;1;2009;março;3;3
Europa;6;França;74;Amazonas;4;Aérea;1;2009;março;3;24
Europa;6;Grécia;81;Amazonas;4;Aérea;1;2009;março;3;1
Europa;6;Holanda;92;Amazonas;4;Aérea;1;2009;março;3;17
Europa;6;Hungria;94;Amazonas;4;Aérea;1;2009;março;3;1
Europa;6;Reino Unido;182;Amazonas;4;Aérea;1;2009;março;3;215
Europa;6;Irlanda;117;Amazonas;4;Aérea;1;2009;março;3;6
Europa;6;Itália;120;Amazonas;4;Aérea;1;2009;março;3;208
Europa;6;Noruega;164;Amazonas;4;Aérea;1;2009;março;3;1
Europa;6;Polônia;177;Amazonas;4;Aérea;1;2009;março;3;2
Europa;6;Portugal;179;Amazonas;4;Aérea;1;2009;março;3;132
Europa;6;República Tcheca;187;Amazonas;4;Aérea;1;2009;março;3;0
Europa;6;Rússia;190;Amazonas;4;Aérea;1;2009;março;3;3
Europa;6;Suécia;215;Amazonas;4;Aérea;1;2009;março;3;4
Europa;6;Suíça;216;Amazonas;4;Aérea;1;2009;março;3;9
Europa;6;Outros países;998;Amazonas;4;Aérea;1;2009;março;3;6
Oceania;7;Austrália;14;Amazonas;4;Aérea;1;2009;março;3;28
Oceania;7;Nova Zelândia;166;Amazonas;4;Aérea;1;2009;março;3;1
Oceania;7;Outros países;998;Amazonas;4;Aérea;1;2009;março;3;0
Continente não especificado;8;Países não especificados;999;Amazonas;4;Aérea;1;2009;março;3;0
África;1;África do Sul;2;Amazonas;4;Aérea;1;2009;abril;4;1
África;1;Angola;6;Amazonas;4;Aérea;1;2009;abril;4;1
África;1;Cabo Verde;35;Amazonas;4;Aérea;1;2009;abril;4;0
África;1;Nigéria;162;Amazonas;4;Aérea;1;2009;abril;4;0
África;1;Outros países;998;Amazonas;4;Aérea;1;2009;abril;4;0
América Central e Caribe;2;Costa Rica;53;Amazonas;4;Aérea;1;2009;abril;4;6
América Central e Caribe;2;Cuba;55;Amazonas;4;Aérea;1;2009;abril;4;2
América Central e Caribe;2;Guatemala;84;Amazonas;4;Aérea;1;2009;abril;4;1
América Central e Caribe;2;Panamá;170;Amazonas;4;Aérea;1;2009;abril;4;7
América Central e Caribe;2;Outros países;998;Amazonas;4;Aérea;1;2009;abril;4;11
América do Norte;3;Canadá;38;Amazonas;4;Aérea;1;2009;abril;4;84
América do Norte;3;Estados Unidos;68;Amazonas;4;Aérea;1;2009;abril;4;1086
América do Norte;3;México;148;Amazonas;4;Aérea;1;2009;abril;4;10
América do Sul;4;Argentina;11;Amazonas;4;Aérea;1;2009;abril;4;4
América do Sul;4;Bolívia;26;Amazonas;4;Aérea;1;2009;abril;4;118
América do Sul;4;Chile;42;Amazonas;4;Aérea;1;2009;abril;4;5
América do Sul;4;Colômbia;48;Amazonas;4;Aérea;1;2009;abril;4;18
América do Sul;4;Equador;63;Amazonas;4;Aérea;1;2009;abril;4;6
América do Sul;4;Guiana Francesa;87;Amazonas;4;Aérea;1;2009;abril;4;0
América do Sul;4;Paraguai;173;Amazonas;4;Aérea;1;2009;abril;4;8
América do Sul;4;Peru;174;Amazonas;4;Aérea;1;2009;abril;4;11
América do Sul;4;Guiana;86;Amazonas;4;Aérea;1;2009;abril;4;2
América do Sul;4;Suriname;217;Amazonas;4;Aérea;1;2009;abril;4;0
América do Sul;4;Uruguai;234;Amazonas;4;Aérea;1;2009;abril;4;2
América do Sul;4;Venezuela;238;Amazonas;4;Aérea;1;2009;abril;4;108
Ásia;5;China;43;Amazonas;4;Aérea;1;2009;abril;4;3
Ásia;5;Índia;113;Amazonas;4;Aérea;1;2009;abril;4;1
Ásia;5;Israel;119;Amazonas;4;Aérea;1;2009;abril;4;1
Ásia;5;Japão;122;Amazonas;4;Aérea;1;2009;abril;4;47
Ásia;5;República da Coreia;184;Amazonas;4;Aérea;1;2009;abril;4;48
Ásia;5;Outros países;998;Amazonas;4;Aérea;1;2009;abril;4;9
Europa;6;Alemanha;4;Amazonas;4;Aérea;1;2009;abril;4;17
Europa;6;Áustria;15;Amazonas;4;Aérea;1;2009;abril;4;1
Europa;6;Bélgica;21;Amazonas;4;Aérea;1;2009;abril;4;1
Europa;6;Dinamarca;57;Amazonas;4;Aérea;1;2009;abril;4;4
Europa;6;Espanha;67;Amazonas;4;Aérea;1;2009;abril;4;7
Europa;6;Finlândia;73;Amazonas;4;Aérea;1;2009;abril;4;2
Europa;6;França;74;Amazonas;4;Aérea;1;2009;abril;4;19
Europa;6;Grécia;81;Amazonas;4;Aérea;1;2009;abril;4;3
Europa;6;Holanda;92;Amazonas;4;Aérea;1;2009;abril;4;5
Europa;6;Hungria;94;Amazonas;4;Aérea;1;2009;abril;4;0
Europa;6;Reino Unido;182;Amazonas;4;Aérea;1;2009;abril;4;50
Europa;6;Irlanda;117;Amazonas;4;Aérea;1;2009;abril;4;8
Europa;6;Itália;120;Amazonas;4;Aérea;1;2009;abril;4;122
Europa;6;Noruega;164;Amazonas;4;Aérea;1;2009;abril;4;1
Europa;6;Polônia;177;Amazonas;4;Aérea;1;2009;abril;4;0
Europa;6;Portugal;179;Amazonas;4;Aérea;1;2009;abril;4;79
Europa;6;República Tcheca;187;Amazonas;4;Aérea;1;2009;abril;4;0
Europa;6;Rússia;190;Amazonas;4;Aérea;1;2009;abril;4;1
Europa;6;Suécia;215;Amazonas;4;Aérea;1;2009;abril;4;2
Europa;6;Suíça;216;Amazonas;4;Aérea;1;2009;abril;4;8
Europa;6;Outros países;998;Amazonas;4;Aérea;1;2009;abril;4;2
Oceania;7;Austrália;14;Amazonas;4;Aérea;1;2009;abril;4;7
Oceania;7;Nova Zelândia;166;Amazonas;4;Aérea;1;2009;abril;4;0
Oceania;7;Outros países;998;Amazonas;4;Aérea;1;2009;abril;4;0
Continente não especificado;8;Países não especificados;999;Amazonas;4;Aérea;1;2009;abril;4;0
