Continente;Ordem continente;País;Ordem país;UF;Ordem UF;Via de acesso;Ordem via de acesso;Ano;Mês;Ordem mês;Chegadas
África;1;África do Sul;2;Amazonas;4;Aérea;1;2011;janeiro;1;1
África;1;Angola;6;Amazonas;4;Aérea;1;2011;janeiro;1;2
África;1;Cabo Verde;35;Amazonas;4;Aérea;1;2011;janeiro;1;0
África;1;Nigéria;162;Amazonas;4;Aérea;1;2011;janeiro;1;0
África;1;Outros países;998;Amazonas;4;Aérea;1;2011;janeiro;1;2
América Central e Caribe;2;Costa Rica;53;Amazonas;4;Aérea;1;2011;janeiro;1;7
América Central e Caribe;2;Cuba;55;Amazonas;4;Aérea;1;2011;janeiro;1;5
América Central e Caribe;2;Guatemala;84;Amazonas;4;Aérea;1;2011;janeiro;1;7
América Central e Caribe;2;Panamá;170;Amazonas;4;Aérea;1;2011;janeiro;1;9
América Central e Caribe;2;Outros países;998;Amazonas;4;Aérea;1;2011;janeiro;1;11
América do Norte;3;Canadá;38;Amazonas;4;Aérea;1;2011;janeiro;1;153
América do Norte;3;Estados Unidos;68;Amazonas;4;Aérea;1;2011;janeiro;1;1195
América do Norte;3;México;148;Amazonas;4;Aérea;1;2011;janeiro;1;31
América do Sul;4;Argentina;11;Amazonas;4;Aérea;1;2011;janeiro;1;13
América do Sul;4;Bolívia;26;Amazonas;4;Aérea;1;2011;janeiro;1;1
América do Sul;4;Chile;42;Amazonas;4;Aérea;1;2011;janeiro;1;1
América do Sul;4;Colômbia;48;Amazonas;4;Aérea;1;2011;janeiro;1;38
América do Sul;4;Equador;63;Amazonas;4;Aérea;1;2011;janeiro;1;2
América do Sul;4;Guiana Francesa;87;Amazonas;4;Aérea;1;2011;janeiro;1;0
América do Sul;4;Paraguai;173;Amazonas;4;Aérea;1;2011;janeiro;1;2
América do Sul;4;Peru;174;Amazonas;4;Aérea;1;2011;janeiro;1;38
América do Sul;4;Guiana;86;Amazonas;4;Aérea;1;2011;janeiro;1;0
América do Sul;4;Suriname;217;Amazonas;4;Aérea;1;2011;janeiro;1;0
América do Sul;4;Uruguai;234;Amazonas;4;Aérea;1;2011;janeiro;1;1
América do Sul;4;Venezuela;238;Amazonas;4;Aérea;1;2011;janeiro;1;33
Ásia;5;China;43;Amazonas;4;Aérea;1;2011;janeiro;1;17
Ásia;5;Índia;113;Amazonas;4;Aérea;1;2011;janeiro;1;5
Ásia;5;Israel;119;Amazonas;4;Aérea;1;2011;janeiro;1;11
Ásia;5;Japão;122;Amazonas;4;Aérea;1;2011;janeiro;1;68
Ásia;5;República da Coreia;184;Amazonas;4;Aérea;1;2011;janeiro;1;134
Ásia;5;Outros países;998;Amazonas;4;Aérea;1;2011;janeiro;1;37
Europa;6;Alemanha;4;Amazonas;4;Aérea;1;2011;janeiro;1;20
Europa;6;Áustria;15;Amazonas;4;Aérea;1;2011;janeiro;1;46
Europa;6;Bélgica;21;Amazonas;4;Aérea;1;2011;janeiro;1;1
Europa;6;Dinamarca;57;Amazonas;4;Aérea;1;2011;janeiro;1;1
Europa;6;Reino Unido;67;Amazonas;4;Aérea;1;2011;janeiro;1;4
Europa;6;Finlândia;73;Amazonas;4;Aérea;1;2011;janeiro;1;6
Europa;6;França;74;Amazonas;4;Aérea;1;2011;janeiro;1;4
Europa;6;Grécia;81;Amazonas;4;Aérea;1;2011;janeiro;1;0
Europa;6;Holanda;92;Amazonas;4;Aérea;1;2011;janeiro;1;8
Europa;6;Hungria;94;Amazonas;4;Aérea;1;2011;janeiro;1;0
Europa;6;Reino Unido;182;Amazonas;4;Aérea;1;2011;janeiro;1;97
Europa;6;Irlanda;117;Amazonas;4;Aérea;1;2011;janeiro;1;4
Europa;6;Itália;120;Amazonas;4;Aérea;1;2011;janeiro;1;7
Europa;6;Noruega;164;Amazonas;4;Aérea;1;2011;janeiro;1;1
Europa;6;Polônia;177;Amazonas;4;Aérea;1;2011;janeiro;1;4
Europa;6;Portugal;179;Amazonas;4;Aérea;1;2011;janeiro;1;5
Europa;6;República Tcheca;187;Amazonas;4;Aérea;1;2011;janeiro;1;0
Europa;6;Rússia;190;Amazonas;4;Aérea;1;2011;janeiro;1;2
Europa;6;Suécia;215;Amazonas;4;Aérea;1;2011;janeiro;1;0
Europa;6;Suíça;216;Amazonas;4;Aérea;1;2011;janeiro;1;8
Europa;6;Outros países;998;Amazonas;4;Aérea;1;2011;janeiro;1;1
Oceania;7;Austrália;14;Amazonas;4;Aérea;1;2011;janeiro;1;9
Oceania;7;Nova Zelândia;166;Amazonas;4;Aérea;1;2011;janeiro;1;0
Oceania;7;Outros países;998;Amazonas;4;Aérea;1;2011;janeiro;1;0
Continente não especificado;8;Países não especificados;999;Amazonas;4;Aérea;1;2011;janeiro;1;0
África;1;África do Sul;2;Amazonas;4;Aérea;1;2011;fevereiro;2;4
África;1;Angola;6;Amazonas;4;Aérea;1;2011;fevereiro;2;6
África;1;Cabo Verde;35;Amazonas;4;Aérea;1;2011;fevereiro;2;0
África;1;Nigéria;162;Amazonas;4;Aérea;1;2011;fevereiro;2;0
África;1;Outros países;998;Amazonas;4;Aérea;1;2011;fevereiro;2;0
América Central e Caribe;2;Costa Rica;53;Amazonas;4;Aérea;1;2011;fevereiro;2;17
América Central e Caribe;2;Cuba;55;Amazonas;4;Aérea;1;2011;fevereiro;2;6
América Central e Caribe;2;Guatemala;84;Amazonas;4;Aérea;1;2011;fevereiro;2;1
América Central e Caribe;2;Panamá;170;Amazonas;4;Aérea;1;2011;fevereiro;2;11
América Central e Caribe;2;Outros países;998;Amazonas;4;Aérea;1;2011;fevereiro;2;11
América do Norte;3;Canadá;38;Amazonas;4;Aérea;1;2011;fevereiro;2;162
América do Norte;3;Estados Unidos;68;Amazonas;4;Aérea;1;2011;fevereiro;2;804
América do Norte;3;México;148;Amazonas;4;Aérea;1;2011;fevereiro;2;34
América do Sul;4;Argentina;11;Amazonas;4;Aérea;1;2011;fevereiro;2;65
América do Sul;4;Bolívia;26;Amazonas;4;Aérea;1;2011;fevereiro;2;7
América do Sul;4;Chile;42;Amazonas;4;Aérea;1;2011;fevereiro;2;27
América do Sul;4;Colômbia;48;Amazonas;4;Aérea;1;2011;fevereiro;2;31
América do Sul;4;Equador;63;Amazonas;4;Aérea;1;2011;fevereiro;2;15
América do Sul;4;Guiana Francesa;87;Amazonas;4;Aérea;1;2011;fevereiro;2;0
América do Sul;4;Paraguai;173;Amazonas;4;Aérea;1;2011;fevereiro;2;5
América do Sul;4;Peru;174;Amazonas;4;Aérea;1;2011;fevereiro;2;72
América do Sul;4;Guiana;86;Amazonas;4;Aérea;1;2011;fevereiro;2;0
América do Sul;4;Suriname;217;Amazonas;4;Aérea;1;2011;fevereiro;2;0
América do Sul;4;Uruguai;234;Amazonas;4;Aérea;1;2011;fevereiro;2;21
América do Sul;4;Venezuela;238;Amazonas;4;Aérea;1;2011;fevereiro;2;38
Ásia;5;China;43;Amazonas;4;Aérea;1;2011;fevereiro;2;17
Ásia;5;Índia;113;Amazonas;4;Aérea;1;2011;fevereiro;2;1
Ásia;5;Israel;119;Amazonas;4;Aérea;1;2011;fevereiro;2;7
Ásia;5;Japão;122;Amazonas;4;Aérea;1;2011;fevereiro;2;59
Ásia;5;República da Coreia;184;Amazonas;4;Aérea;1;2011;fevereiro;2;19
Ásia;5;Outros países;998;Amazonas;4;Aérea;1;2011;fevereiro;2;43
Europa;6;Alemanha;4;Amazonas;4;Aérea;1;2011;fevereiro;2;27
Europa;6;Áustria;15;Amazonas;4;Aérea;1;2011;fevereiro;2;2
Europa;6;Bélgica;21;Amazonas;4;Aérea;1;2011;fevereiro;2;1
Europa;6;Dinamarca;57;Amazonas;4;Aérea;1;2011;fevereiro;2;5
Europa;6;Espanha;67;Amazonas;4;Aérea;1;2011;fevereiro;2;9
