Continente;Ordem continente;País;Ordem país;UF;Ordem UF;Via de acesso;Ordem via de acesso;Ano;Mês;Ordem mês;Chegadas
África;1;África do Sul;2;Amazonas;4;Aérea;1;2008;janeiro;1;12
África;1;Angola;6;Amazonas;4;Aérea;1;2008;janeiro;1;0
África;1;Cabo Verde;35;Amazonas;4;Aérea;1;2008;janeiro;1;0
África;1;Nigéria;162;Amazonas;4;Aérea;1;2008;janeiro;1;0
África;1;Outros países;998;Amazonas;4;Aérea;1;2008;janeiro;1;6
América Central e Caribe;2;Costa Rica;53;Amazonas;4;Aérea;1;2008;janeiro;1;22
América Central e Caribe;2;Cuba;55;Amazonas;4;Aérea;1;2008;janeiro;1;20
América Central e Caribe;2;Guatemala;84;Amazonas;4;Aérea;1;2008;janeiro;1;6
América Central e Caribe;2;Panamá;170;Amazonas;4;Aérea;1;2008;janeiro;1;14
América Central e Caribe;2;Outros países;998;Amazonas;4;Aérea;1;2008;janeiro;1;8
América do Norte;3;Canadá;38;Amazonas;4;Aérea;1;2008;janeiro;1;133
América do Norte;3;Estados Unidos;68;Amazonas;4;Aérea;1;2008;janeiro;1;1895
América do Norte;3;México;148;Amazonas;4;Aérea;1;2008;janeiro;1;22
América do Sul;4;Argentina;11;Amazonas;4;Aérea;1;2008;janeiro;1;16
América do Sul;4;Bolívia;26;Amazonas;4;Aérea;1;2008;janeiro;1;0
América do Sul;4;Chile;42;Amazonas;4;Aérea;1;2008;janeiro;1;0
América do Sul;4;Colômbia;48;Amazonas;4;Aérea;1;2008;janeiro;1;59
América do Sul;4;Equador;63;Amazonas;4;Aérea;1;2008;janeiro;1;2
América do Sul;4;Guiana Francesa;87;Amazonas;4;Aérea;1;2008;janeiro;1;5
América do Sul;4;Paraguai;173;Amazonas;4;Aérea;1;2008;janeiro;1;0
América do Sul;4;Peru;174;Amazonas;4;Aérea;1;2008;janeiro;1;6
América do Sul;4;Guiana;86;Amazonas;4;Aérea;1;2008;janeiro;1;0
América do Sul;4;Suriname;217;Amazonas;4;Aérea;1;2008;janeiro;1;0
América do Sul;4;Uruguai;234;Amazonas;4;Aérea;1;2008;janeiro;1;2
América do Sul;4;Venezuela;238;Amazonas;4;Aérea;1;2008;janeiro;1;241
Ásia;5;China;43;Amazonas;4;Aérea;1;2008;janeiro;1;22
Ásia;5;Índia;113;Amazonas;4;Aérea;1;2008;janeiro;1;2
Ásia;5;Israel;119;Amazonas;4;Aérea;1;2008;janeiro;1;12
Ásia;5;Japão;122;Amazonas;4;Aérea;1;2008;janeiro;1;118
Ásia;5;República da Coreia;184;Amazonas;4;Aérea;1;2008;janeiro;1;96
Ásia;5;Outros países;998;Amazonas;4;Aérea;1;2008;janeiro;1;22
Europa;6;Alemanha;4;Amazonas;4;Aérea;1;2008;janeiro;1;29
Europa;6;Áustria;15;Amazonas;4;Aérea;1;2008;janeiro;1;2
Europa;6;Bélgica;21;Amazonas;4;Aérea;1;2008;janeiro;1;0
Europa;6;Dinamarca;57;Amazonas;4;Aérea;1;2008;janeiro;1;6
Europa;6;Reino Unido;67;Amazonas;4;Aérea;1;2008;janeiro;1;22
Europa;6;Finlândia;73;Amazonas;4;Aérea;1;2008;janeiro;1;29
Europa;6;França;74;Amazonas;4;Aérea;1;2008;janeiro;1;43
Europa;6;Grécia;81;Amazonas;4;Aérea;1;2008;janeiro;1;6
Europa;6;Holanda;92;Amazonas;4;Aérea;1;2008;janeiro;1;20
Europa;6;Hungria;94;Amazonas;4;Aérea;1;2008;janeiro;1;2
Europa;6;Reino Unido;182;Amazonas;4;Aérea;1;2008;janeiro;1;63
Europa;6;Irlanda;117;Amazonas;4;Aérea;1;2008;janeiro;1;12
Europa;6;Itália;120;Amazonas;4;Aérea;1;2008;janeiro;1;22
Europa;6;Noruega;164;Amazonas;4;Aérea;1;2008;janeiro;1;14
Europa;6;Polônia;177;Amazonas;4;Aérea;1;2008;janeiro;1;0
Europa;6;Portugal;179;Amazonas;4;Aérea;1;2008;janeiro;1;6
Europa;6;República Tcheca;187;Amazonas;4;Aérea;1;2008;janeiro;1;0
Europa;6;Rússia;190;Amazonas;4;Aérea;1;2008;janeiro;1;12
Europa;6;Suécia;215;Amazonas;4;Aérea;1;2008;janeiro;1;16
Europa;6;Suíça;216;Amazonas;4;Aérea;1;2008;janeiro;1;16
Europa;6;Outros países;998;Amazonas;4;Aérea;1;2008;janeiro;1;12
Oceania;7;Austrália;14;Amazonas;4;Aérea;1;2008;janeiro;1;39
Oceania;7;Nova Zelândia;166;Amazonas;4;Aérea;1;2008;janeiro;1;0
Oceania;7;Outros países;998;Amazonas;4;Aérea;1;2008;janeiro;1;0
Continente não especificado;8;Países não especificados;999;Amazonas;4;Aérea;1;2008;janeiro;1;0
África;1;África do Sul;2;Amazonas;4;Aérea;1;2008;fevereiro;2;0
África;1;Angola;6;Amazonas;4;Aérea;1;2008;fevereiro;2;0
África;1;Cabo Verde;35;Amazonas;4;Aérea;1;2008;fevereiro;2;0
África;1;Nigéria;162;Amazonas;4;Aérea;1;2008;fevereiro;2;1
África;1;Outros países;998;Amazonas;4;Aérea;1;2008;fevereiro;2;0
América Central e Caribe;2;Costa Rica;53;Amazonas;4;Aérea;1;2008;fevereiro;2;5
América Central e Caribe;2;Cuba;55;Amazonas;4;Aérea;1;2008;fevereiro;2;6
América Central e Caribe;2;Guatemala;84;Amazonas;4;Aérea;1;2008;fevereiro;2;1
América Central e Caribe;2;Panamá;170;Amazonas;4;Aérea;1;2008;fevereiro;2;3
América Central e Caribe;2;Outros países;998;Amazonas;4;Aérea;1;2008;fevereiro;2;6
América do Norte;3;Canadá;38;Amazonas;4;Aérea;1;2008;fevereiro;2;117
América do Norte;3;Estados Unidos;68;Amazonas;4;Aérea;1;2008;fevereiro;2;1129
América do Norte;3;México;148;Amazonas;4;Aérea;1;2008;fevereiro;2;23
América do Sul;4;Argentina;11;Amazonas;4;Aérea;1;2008;fevereiro;2;8
América do Sul;4;Bolívia;26;Amazonas;4;Aérea;1;2008;fevereiro;2;1
América do Sul;4;Chile;42;Amazonas;4;Aérea;1;2008;fevereiro;2;3
América do Sul;4;Colômbia;48;Amazonas;4;Aérea;1;2008;fevereiro;2;23
América do Sul;4;Equador;63;Amazonas;4;Aérea;1;2008;fevereiro;2;19
América do Sul;4;Guiana Francesa;87;Amazonas;4;Aérea;1;2008;fevereiro;2;0
América do Sul;4;Paraguai;173;Amazonas;4;Aérea;1;2008;fevereiro;2;0
América do Sul;4;Peru;174;Amazonas;4;Aérea;1;2008;fevereiro;2;1
América do Sul;4;Guiana;86;Amazonas;4;Aérea;1;2008;fevereiro;2;1
América do Sul;4;Suriname;217;Amazonas;4;Aérea;1;2008;fevereiro;2;0
América do Sul;4;Uruguai;234;Amazonas;4;Aérea;1;2008;fevereiro;2;0
América do Sul;4;Venezuela;238;Amazonas;4;Aérea;1;2008;fevereiro;2;69
Ásia;5;China;43;Amazonas;4;Aérea;1;2008;fevereiro;2;5
Ásia;5;Índia;113;Amazonas;4;Aérea;1;2008;fevereiro;2;1
Ásia;5;Israel;119;Amazonas;4;Aérea;1;2008;fevereiro;2;5
Ásia;5;Japão;122;Amazonas;4;Aérea;1;2008;fevereiro;2;57
Ásia;5;República da Coreia;184;Amazonas;4;Aérea;1;2008;fevereiro;2;23
Ásia;5;Outros países;998;Amazonas;4;Aérea;1;2008;fevereiro;2;20
Europa;6;Alemanha;4;Amazonas;4;Aérea;1;2008;fevereiro;2;10
Europa;6;Áustria;15;Amazonas;4;Aérea;1;2008;fevereiro;2;0
Europa;6;Bélgica;21;Amazonas;4;Aérea;1;2008;fevereiro;2;0
Europa;6;Dinamarca;57;Amazonas;4;Aérea;1;2008;fevereiro;2;0
Europa;6;Espanha;67;Amazonas;4;Aérea;1;2008;fevereiro;2;7
Europa;6;Finlândia;73;Amazonas;4;Aérea;1;2008;fevereiro;2;7
Europa;6;França;74;Amazonas;4;Aérea;1;2008;fevereiro;2;11
Europa;6;Grécia;81;Amazonas;4;Aérea;1;2008;fevereiro;2;1
Europa;6;Holanda;92;Amazonas;4;Aérea;1;2008;fevereiro;2;14
Europa;6;Hungria;94;Amazonas;4;Aérea;1;2008;fevereiro;2;0
Europa;6;Reino Unido;182;Amazonas;4;Aérea;1;2008;fevereiro;2;39
Europa;6;Irlanda;117;Amazonas;4;Aérea;1;2008;fevereiro;2;2
Europa;6;Itália;120;Amazonas;4;Aérea;1;2008;fevereiro;2;7
Europa;6;Noruega;164;Amazonas;4;Aérea;1;2008;fevereiro;2;5
Europa;6;Polônia;177;Amazonas;4;Aérea;1;2008;fevereiro;2;0
Europa;6;Portugal;179;Amazonas;4;Aérea;1;2008;fevereiro;2;4
Europa;6;República Tcheca;187;Amazonas;4;Aérea;1;2008;fevereiro;2;1
Europa;6;Rússia;190;Amazonas;4;Aérea;1;2008;fevereiro;2;0
Europa;6;Suécia;215;Amazonas;4;Aérea;1;2008;fevereiro;2;4
Europa;6;Suíça;216;Amazonas;4;Aérea;1;2008;fevereiro;2;3
Europa;6;Outros países;998;Amazonas;4;Aérea;1;2008;fevereiro;2;4
Oceania;7;Austrália;14;Amazonas;4;Aérea;1;2008;fevereiro;2;8
Oceania;7;Nova Zelândia;166;Amazonas;4;Aérea;1;2008;fevereiro;2;2
Oceania;7;Outros países;998;Amazonas;4;Aérea;1;2008;fevereiro;2;0
Continente não especificado;8;Países não especificados;999;Amazonas;4;Aérea;1;2008;fevereiro;2;0
África;1;África do Sul;2;Amazonas;4;Aérea;1;2008;março;3;0
África;1;Angola;6;Amazonas;4;Aérea;1;2008;março;3;0
África;1;Cabo Verde;35;Amazonas;4;Aérea;1;2008;março;3;0
África;1;Nigéria;162;Amazonas;4;Aérea;1;2008;março;3;0
África;1;Outros países;998;Amazonas;4;Aérea;1;2008;março;3;4
América Central e Caribe;2;Costa Rica;53;Amazonas;4;Aérea;1;2008;março;3;8
América Central e Caribe;2;Cuba;55;Amazonas;4;Aérea;1;2008;março;3;13
América Central e Caribe;2;Guatemala;84;Amazonas;4;Aérea;1;2008;março;3;4
América Central e Caribe;2;Panamá;170;Amazonas;4;Aérea;1;2008;março;3;12
América Central e Caribe;2;Outros países;998;Amazonas;4;Aérea;1;2008;março;3;49
América do Norte;3;Canadá;38;Amazonas;4;Aérea;1;2008;março;3;103
América do Norte;3;Estados Unidos;68;Amazonas;4;Aérea;1;2008;março;3;1229
América do Norte;3;México;148;Amazonas;4;Aérea;1;2008;março;3;89
América do Sul;4;Argentina;11;Amazonas;4;Aérea;1;2008;março;3;25
América do Sul;4;Bolívia;26;Amazonas;4;Aérea;1;2008;março;3;1
América do Sul;4;Chile;42;Amazonas;4;Aérea;1;2008;março;3;4
América do Sul;4;Colômbia;48;Amazonas;4;Aérea;1;2008;março;3;53
América do Sul;4;Equador;63;Amazonas;4;Aérea;1;2008;março;3;13
América do Sul;4;Guiana Francesa;87;Amazonas;4;Aérea;1;2008;março;3;0
América do Sul;4;Paraguai;173;Amazonas;4;Aérea;1;2008;março;3;5
América do Sul;4;Peru;174;Amazonas;4;Aérea;1;2008;março;3;22
América do Sul;4;Guiana;86;Amazonas;4;Aérea;1;2008;março;3;1
América do Sul;4;Suriname;217;Amazonas;4;Aérea;1;2008;março;3;0
América do Sul;4;Uruguai;234;Amazonas;4;Aérea;1;2008;março;3;27
América do Sul;4;Venezuela;238;Amazonas;4;Aérea;1;2008;março;3;353
Ásia;5;China;43;Amazonas;4;Aérea;1;2008;março;3;35
Ásia;5;Índia;113;Amazonas;4;Aérea;1;2008;março;3;10
Ásia;5;Israel;119;Amazonas;4;Aérea;1;2008;março;3;8
Ásia;5;Japão;122;Amazonas;4;Aérea;1;2008;março;3;70
Ásia;5;República da Coreia;184;Amazonas;4;Aérea;1;2008;março;3;39
Ásia;5;Outros países;998;Amazonas;4;Aérea;1;2008;março;3;18
Europa;6;Alemanha;4;Amazonas;4;Aérea;1;2008;março;3;25
Europa;6;Áustria;15;Amazonas;4;Aérea;1;2008;março;3;5
Europa;6;Bélgica;21;Amazonas;4;Aérea;1;2008;março;3;5
Europa;6;Dinamarca;57;Amazonas;4;Aérea;1;2008;março;3;4
