"","Continente","mes_ano","verao","primavera","outono","inverno","Chegadas","percent"
"36","África",1991-12-01,1,0,0,0,2469,0.214545454545455
"37","África",1992-01-01,1,0,0,0,1872,-0.290369649805447
"38","África",1992-02-01,1,0,0,0,1532,-0.137707573916565
"39","África",1992-03-01,0,0,1,0,1852,0.170940170940171
"40","África",1992-04-01,0,0,1,0,1771,-0.0528720626631854
"41","África",1992-05-01,0,0,1,0,2055,0.153347732181425
"42","África",1992-06-01,0,0,0,1,2726,0.37888198757764
"43","África",1992-07-01,0,0,0,1,1784,-0.458394160583942
"44","África",1992-08-01,0,0,0,1,2023,0.0876742479823918
"45","África",1992-09-01,0,1,0,0,1555,-0.262331838565022
"46","África",1992-10-01,0,1,0,0,1907,0.173999011369254
"47","África",1992-11-01,0,1,0,0,2069,0.104180064308682
"48","África",1992-12-01,1,0,0,0,2551,0.252753015207132
"49","África",1993-01-01,1,0,0,0,2180,-0.179313678105365
"50","África",1993-02-01,1,0,0,0,2029,-0.0591924735397883
"51","África",1993-03-01,0,0,1,0,1512,-0.237155963302752
"52","África",1993-04-01,0,0,1,0,1127,-0.189748644652538
"53","África",1993-05-01,0,0,1,0,1169,0.0277777777777778
"54","África",1993-06-01,0,0,0,1,1445,0.244897959183673
"55","África",1993-07-01,0,0,0,1,1365,-0.0684345594525235
"56","África",1993-08-01,0,0,0,1,1472,0.0740484429065744
"57","África",1993-09-01,0,1,0,0,1546,0.0542124542124542
"58","África",1993-10-01,0,1,0,0,2121,0.390625
"59","África",1993-11-01,0,1,0,0,2055,-0.0426908150064683
"60","África",1993-12-01,1,0,0,0,2284,0.107967939651108
"61","África",1994-01-01,1,0,0,0,1869,-0.201946472019465
"62","África",1994-02-01,1,0,0,0,2012,0.0626094570928196
"63","África",1994-03-01,0,0,1,0,2352,0.181915462814339
"64","África",1994-04-01,0,0,1,0,2480,0.0636182902584493
"65","África",1994-05-01,0,0,1,0,2706,0.0960884353741497
"66","África",1994-06-01,0,0,0,1,2316,-0.157258064516129
"67","África",1994-07-01,0,0,0,1,1990,-0.120473022912047
"68","África",1994-08-01,0,0,0,1,1840,-0.0647668393782383
"69","África",1994-09-01,0,1,0,0,1904,0.0321608040201005
"70","África",1994-10-01,0,1,0,0,1878,-0.0141304347826087
"71","África",1994-11-01,0,1,0,0,1844,-0.0178571428571429
"72","África",1994-12-01,1,0,0,0,2038,0.103301384451544
"73","África",1995-01-01,1,0,0,0,1413,-0.338937093275488
"74","África",1995-02-01,1,0,0,0,1235,-0.0873405299313052
"75","África",1995-03-01,0,0,1,0,2027,0.560509554140127
"76","África",1995-04-01,0,0,1,0,1460,-0.459109311740891
"77","África",1995-05-01,0,0,1,0,1270,-0.093734583127775
"78","África",1995-06-01,0,0,0,1,1335,0.0445205479452055
"79","África",1995-07-01,0,0,0,1,1332,-0.00236220472440945
"80","África",1995-08-01,0,0,0,1,1746,0.310112359550562
"81","África",1995-09-01,0,1,0,0,1245,-0.376126126126126
"82","África",1995-10-01,0,1,0,0,1989,0.426116838487972
"83","África",1995-11-01,0,1,0,0,1638,-0.281927710843373
"84","África",1995-12-01,1,0,0,0,2243,0.304172951231775
"85","África",1996-01-01,1,0,0,0,1901,-0.208791208791209
"86","África",1996-02-01,1,0,0,0,2404,0.224253232278199
"87","África",1996-03-01,0,0,1,0,2436,0.0168332456601789
"88","África",1996-04-01,0,0,1,0,1357,-0.448835274542429
"89","África",1996-05-01,0,0,1,0,1324,-0.0135467980295567
"90","África",1996-06-01,0,0,0,1,1802,0.352247605011054
"91","África",1996-07-01,0,0,0,1,1970,0.126888217522659
"92","África",1996-08-01,0,0,0,1,2289,0.177025527192009
"93","África",1996-09-01,0,1,0,0,2199,-0.0456852791878173
"94","África",1996-10-01,0,1,0,0,2094,-0.0458715596330275
"95","África",1996-11-01,0,1,0,0,1569,-0.238744884038199
"96","África",1996-12-01,1,0,0,0,1842,0.130372492836676
"97","África",1997-01-01,1,0,0,0,2178,0.21414913957935
"98","África",1997-02-01,1,0,0,0,1952,-0.122692725298588
"99","África",1997-03-01,0,0,1,0,2348,0.181818181818182
"100","África",1997-04-01,0,0,1,0,2034,-0.160860655737705
"101","África",1997-05-01,0,0,1,0,1624,-0.174616695059625
"102","África",1997-06-01,0,0,0,1,1696,0.0353982300884956
"103","África",1997-07-01,0,0,0,1,1656,-0.0246305418719212
"104","África",1997-08-01,0,0,0,1,1937,0.165683962264151
"105","África",1997-09-01,0,1,0,0,1992,0.0332125603864734
"106","África",1997-10-01,0,1,0,0,2102,0.0567888487351575
"107","África",1997-11-01,0,1,0,0,2257,0.0778112449799197
"108","África",1997-12-01,1,0,0,0,1971,-0.136060894386299
"109","África",1998-01-01,1,0,0,0,4760,1.23571112095702
"110","África",1998-02-01,1,0,0,0,4443,-0.160832064941654
"111","África",1998-03-01,0,0,1,0,3986,-0.0960084033613445
"112","África",1998-04-01,0,0,1,0,2965,-0.229799684897592
"113","África",1998-05-01,0,0,1,0,2692,-0.0684897139989965
"114","África",1998-06-01,0,0,0,1,2930,0.0802698145025295
"115","África",1998-07-01,0,0,0,1,3274,0.12778603268945
"116","África",1998-08-01,0,0,0,1,3129,-0.0494880546075085
"117","África",1998-09-01,0,1,0,0,2825,-0.0928527794746487
"118","África",1998-10-01,0,1,0,0,3103,0.0888462767657398
"119","África",1998-11-01,0,1,0,0,3354,0.0888495575221239
"120","África",1998-12-01,1,0,0,0,3498,0.0464067031904608
"121","África",1999-01-01,1,0,0,0,4713,0.362254025044723
"122","África",1999-02-01,1,0,0,0,4377,-0.0960548885077187
"123","África",1999-03-01,0,0,1,0,3999,-0.0802036919159771
"124","África",1999-04-01,0,0,1,0,3038,-0.21955677404615
"125","África",1999-05-01,0,0,1,0,2760,-0.0695173793448362
"126","África",1999-06-01,0,0,0,1,2943,0.0602369980250165
"127","África",1999-07-01,0,0,0,1,3320,0.136594202898551
"128","África",1999-08-01,0,0,0,1,3208,-0.0380564050288821
"129","África",1999-09-01,0,1,0,0,2882,-0.0981927710843374
"130","África",1999-10-01,0,1,0,0,3139,0.0801122194513716
"131","África",1999-11-01,0,1,0,0,3404,0.0919500346981263
"132","África",1999-12-01,1,0,0,0,3514,0.0350430073271743
"133","África",2000-01-01,1,0,0,0,3856,0.100470035252644
"134","África",2000-02-01,1,0,0,0,3646,-0.0597609561752988
"135","África",2000-03-01,0,0,1,0,3375,-0.0702800829875519
"136","África",2000-04-01,0,0,1,0,2556,-0.224629731212287
"137","África",2000-05-01,0,0,1,0,2348,-0.0616296296296296
"138","África",2000-06-01,0,0,0,1,2427,0.0309076682316119
"139","África",2000-07-01,0,0,0,1,2757,0.140545144804089
"140","África",2000-08-01,0,0,0,1,2691,-0.0271940667490729
"141","África",2000-09-01,0,1,0,0,2438,-0.0917664127675009
"142","África",2000-10-01,0,1,0,0,2606,0.0624303232998885
"143","África",2000-11-01,0,1,0,0,2858,0.103363412633306
"144","África",2000-12-01,1,0,0,0,2945,0.033384497313891
"145","África",2001-01-01,1,0,0,0,4407,0.511546536039188
"146","África",2001-02-01,1,0,0,0,4311,-0.032597623089983
"147","África",2001-03-01,0,0,1,0,3999,-0.0707964601769911
"148","África",2001-04-01,0,0,1,0,3030,-0.224773834377175
"149","África",2001-05-01,0,0,1,0,2504,-0.131532883220805
"150","África",2001-06-01,0,0,0,1,2549,0.0148514851485149
"151","África",2001-07-01,0,0,0,1,3130,0.23202875399361
"152","África",2001-08-01,0,0,0,1,2911,-0.0859160455080424
"153","África",2001-09-01,0,1,0,0,2234,-0.21629392971246
"154","África",2001-10-01,0,1,0,0,2259,0.00858811405015459
"155","África",2001-11-01,0,1,0,0,2371,0.0501342882721576
"156","África",2001-12-01,1,0,0,0,2647,0.122177954847278
"157","África",2002-01-01,1,0,0,0,4653,0.846056516237874
"158","África",2002-02-01,1,0,0,0,3821,-0.314318095957688
"159","África",2002-03-01,0,0,1,0,3298,-0.112400601762304
"160","África",2002-04-01,0,0,1,0,2567,-0.191311175085056
"161","África",2002-05-01,0,0,1,0,2745,0.0539721043056398
"162","África",2002-06-01,0,0,0,1,2999,0.098948188546942
"163","África",2002-07-01,0,0,0,1,3603,0.220036429872495
"164","África",2002-08-01,0,0,0,1,3442,-0.0536845615205068
"165","África",2002-09-01,0,1,0,0,3092,-0.0971412711629198
"166","África",2002-10-01,0,1,0,0,3132,0.0116211504938989
"167","África",2002-11-01,0,1,0,0,2897,-0.0760025873221216
"168","África",2002-12-01,1,0,0,0,4010,0.35536398467433
"169","África",2003-01-01,1,0,0,0,5331,0.455988954090438
"170","África",2003-02-01,1,0,0,0,4645,-0.171072319201995
"171","África",2003-03-01,0,0,1,0,4691,0.00862877508910148
"172","África",2003-04-01,0,0,1,0,3980,-0.153067814854682
"173","África",2003-05-01,0,0,1,0,4770,0.168407589000213
"174","África",2003-06-01,0,0,0,1,3830,-0.236180904522613
"175","África",2003-07-01,0,0,0,1,3203,-0.131446540880503
"176","África",2003-08-01,0,0,0,1,3977,0.202088772845953
"177","África",2003-09-01,0,1,0,0,4391,0.129253824539494
"178","África",2003-10-01,0,1,0,0,4539,0.0372139803872266
"179","África",2003-11-01,0,1,0,0,3845,-0.158050557959463
"180","África",2003-12-01,1,0,0,0,5287,0.317691121392377
"181","África",2004-01-01,1,0,0,0,5379,0.023927178153446
"182","África",2004-02-01,1,0,0,0,5404,0.00472857953470777
"183","África",2004-03-01,0,0,1,0,5277,-0.0236103364937721
"184","África",2004-04-01,0,0,1,0,5406,0.0238712065136936
"185","África",2004-05-01,0,0,1,0,6197,0.14989577411408
"186","África",2004-06-01,0,0,0,1,4947,-0.231224565297817
"187","África",2004-07-01,0,0,0,1,4390,-0.0898822010650315
"188","África",2004-08-01,0,0,0,1,5176,0.158884172225591
"189","África",2004-09-01,0,1,0,0,5464,0.0656036446469248
"190","África",2004-10-01,0,1,0,0,5373,-0.01758114374034
"191","África",2004-11-01,0,1,0,0,5228,-0.0265373352855051
"192","África",2004-12-01,1,0,0,0,6437,0.2250139586823
"193","África",2005-01-01,1,0,0,0,5491,-0.180948737566947
"194","África",2005-02-01,1,0,0,0,5552,0.00947646419139351
"195","África",2005-03-01,0,0,1,0,5744,0.0349663085048261
"196","África",2005-04-01,0,0,1,0,5773,0.00522334293948127
"197","África",2005-05-01,0,0,1,0,7026,0.218140668523677
"198","África",2005-06-01,0,0,0,1,6214,-0.140654772215486
"199","África",2005-07-01,0,0,0,1,6584,0.0526615428408767
"200","África",2005-08-01,0,0,0,1,6316,-0.0431284196974574
"201","África",2005-09-01,0,1,0,0,5926,-0.0592345078979344
"202","África",2005-10-01,0,1,0,0,5611,-0.0498733375554148
"203","África",2005-11-01,0,1,0,0,8313,0.455956800539993
"204","África",2005-12-01,1,0,0,0,7126,-0.211548743539476
"205","África",2006-01-01,1,0,0,0,7810,0.0822807650667629
"206","África",2006-02-01,1,0,0,0,5876,-0.271400505192254
"207","África",2006-03-01,0,0,1,0,7256,0.176696542893726
"208","África",2006-04-01,0,0,1,0,6162,-0.186181075561607
"209","África",2006-05-01,0,0,1,0,4306,-0.255788313120176
"210","África",2006-06-01,0,0,0,1,4832,0.0853618954884778
"211","África",2006-07-01,0,0,0,1,3936,-0.208081746400372
"212","África",2006-08-01,0,0,0,1,9770,1.20736754966887
"213","África",2006-09-01,0,1,0,0,4447,-1.35238821138211
"214","África",2006-10-01,0,1,0,0,9934,0.561617195496418
"215","África",2006-11-01,0,1,0,0,7162,-0.623341578592309
"216","África",2006-12-01,1,0,0,0,12230,0.510167102879001
"217","África",2007-01-01,1,0,0,0,8854,-0.471376710416085
"218","África",2007-02-01,1,0,0,0,5434,-0.279640228945217
"219","África",2007-03-01,0,0,1,0,6812,0.155635870792862
"220","África",2007-04-01,0,0,1,0,7887,0.197828487302172
"221","África",2007-05-01,0,0,1,0,5678,-0.32428068115091
"222","África",2007-06-01,0,0,0,1,4988,-0.0874857360213009
"223","África",2007-07-01,0,0,0,1,7440,0.431842197957027
"224","África",2007-08-01,0,0,0,1,5437,-0.401563753007217
"225","África",2007-09-01,0,1,0,0,5773,0.0451612903225806
"226","África",2007-10-01,0,1,0,0,4221,-0.285451535773404
"227","África",2007-11-01,0,1,0,0,6251,0.351636930538715
"228","África",2007-12-01,1,0,0,0,6660,0.0968964700307984
"229","África",2008-01-01,1,0,0,0,7650,0.158374660054391
"230","África",2008-02-01,1,0,0,0,5777,-0.281231231231231
"231","África",2008-03-01,0,0,1,0,7221,0.188758169934641
"232","África",2008-04-01,0,0,1,0,5583,-0.283538168599619
"233","África",2008-05-01,0,0,1,0,5633,0.00692424871901399
"234","África",2008-06-01,0,0,0,1,5124,-0.0911696220669891
"235","África",2008-07-01,0,0,0,1,7223,0.372625599147879
"236","África",2008-08-01,0,0,0,1,7080,-0.0279078844652615
"237","África",2008-09-01,0,1,0,0,5640,-0.199363145507407
"238","África",2008-10-01,0,1,0,0,6202,0.0793785310734463
"239","África",2008-11-01,0,1,0,0,6384,0.0322695035460993
"240","África",2008-12-01,1,0,0,0,6307,-0.0124153498871332
"241","África",2009-01-01,1,0,0,0,7463,0.181077694235589
"242","África",2009-02-01,1,0,0,0,6751,-0.112890439194546
"243","África",2009-03-01,0,0,1,0,6995,0.0326946268256733
"244","África",2009-04-01,0,0,1,0,5910,-0.160716930825063
"245","África",2009-05-01,0,0,1,0,6743,0.119085060757684
"246","África",2009-06-01,0,0,0,1,5241,-0.25414551607445
"247","África",2009-07-01,0,0,0,1,5703,0.0685154975530179
"248","África",2009-08-01,0,0,0,1,5982,0.0532341156267888
"249","África",2009-09-01,0,1,0,0,6567,0.102577590741715
"250","África",2009-10-01,0,1,0,0,6793,0.0377800066867268
"251","África",2009-11-01,0,1,0,0,6969,0.0268006700167504
"252","África",2009-12-01,1,0,0,0,6993,0.00353304872663035
"253","África",2010-01-01,1,0,0,0,7298,0.0437652460898264
"254","África",2010-02-01,1,0,0,0,6207,-0.156013156013156
"255","África",2010-03-01,0,0,1,0,9424,0.440805700191833
"256","África",2010-04-01,0,0,1,0,6991,-0.39197680038666
"257","África",2010-05-01,0,0,1,0,7120,0.013688455008489
"258","África",2010-06-01,0,0,0,1,4214,-0.415677299384923
"259","África",2010-07-01,0,0,0,1,5928,0.240730337078652
"260","África",2010-08-01,0,0,0,1,7445,0.359990507831039
"261","África",2010-09-01,0,1,0,0,6078,-0.230600539811066
"262","África",2010-10-01,0,1,0,0,6762,0.0918737407656145
"263","África",2010-11-01,0,1,0,0,7595,0.137051661730832
"264","África",2010-12-01,1,0,0,0,8626,0.152469683525584
"265","África",2011-01-01,1,0,0,0,7489,-0.149703752468729
"266","África",2011-02-01,1,0,0,0,5783,-0.197774171110596
"267","África",2011-03-01,0,0,1,0,6995,0.16183736146348
"268","África",2011-04-01,0,0,1,0,7005,0.00172920629431091
"269","África",2011-05-01,0,0,1,0,7060,0.00786275911365261
"270","África",2011-06-01,0,0,0,1,5751,-0.186866523911492
"271","África",2011-07-01,0,0,0,1,7399,0.23342776203966
"272","África",2011-08-01,0,0,0,1,6924,-0.0825943314206225
"273","África",2011-09-01,0,1,0,0,6620,-0.0410866333288282
"274","África",2011-10-01,0,1,0,0,7713,0.157856730213749
"275","África",2011-11-01,0,1,0,0,8828,0.168429003021148
"276","África",2011-12-01,1,0,0,0,8944,0.0150395436276416
"277","África",2012-01-01,1,0,0,0,8266,-0.0768010874490258
"278","África",2012-02-01,1,0,0,0,6618,-0.184257602862254
"279","África",2012-03-01,0,0,1,0,8676,0.248971691265425
"280","África",2012-04-01,0,0,1,0,7281,-0.21078875793291
"281","África",2012-05-01,0,0,1,0,7013,-0.0308898109727985
"282","África",2012-06-01,0,0,0,1,10331,0.455706633704162
"283","África",2012-07-01,0,0,0,1,6878,-0.492371310423499
"284","África",2012-08-01,0,0,0,1,7371,0.0477204530055174
"285","África",2012-09-01,0,1,0,0,7350,-0.00305321314335563
"286","África",2012-10-01,0,1,0,0,6804,-0.0740740740740741
"287","África",2012-11-01,0,1,0,0,7706,0.122721088435374
"288","África",2012-12-01,1,0,0,0,8055,0.0512933568489124
"289","África",2013-01-01,1,0,0,0,6800,-0.162860109005969
"290","África",2013-02-01,1,0,0,0,5946,-0.106021104903786
"291","África",2013-03-01,0,0,1,0,6770,0.121176470588235
"292","África",2013-04-01,0,0,1,0,6897,0.0213588967373024
"293","África",2013-05-01,0,0,1,0,7414,0.0763663220088626
"294","África",2013-06-01,0,0,0,1,7235,-0.0259533130346527
"295","África",2013-07-01,0,0,0,1,12154,0.663474507688158
"296","África",2013-08-01,0,0,0,1,8821,-0.460677263303386
"297","África",2013-09-01,0,1,0,0,5503,-0.27299654434754
"298","África",2013-10-01,0,1,0,0,8797,0.373427049087405
"299","África",2013-11-01,0,1,0,0,9608,0.147374159549337
"300","África",2013-12-01,1,0,0,0,8887,-0.081959759008753
"301","África",2014-01-01,1,0,0,0,8750,-0.0142589508742714
"302","África",2014-02-01,1,0,0,0,7273,-0.16619781703612
"303","África",2014-03-01,0,0,1,0,5824,-0.1656
"304","África",2014-04-01,0,0,1,0,7638,0.249415646913241
"305","África",2014-05-01,0,0,1,0,9045,0.241586538461538
"306","África",2014-06-01,0,0,0,1,25976,2.21667975909924
"307","África",2014-07-01,0,0,0,1,13242,-1.40784964068546
"308","África",2014-08-01,0,0,0,1,9658,-0.137973514012935
"309","África",2014-09-01,0,1,0,0,7916,-0.131551125207673
"310","África",2014-10-01,0,1,0,0,8652,0.0762062538827915
"311","África",2014-11-01,0,1,0,0,9755,0.13933804951996
"312","África",2014-12-01,1,0,0,0,14523,0.551086453999075
"313","África",2015-01-01,1,0,0,0,11458,-0.314197847257817
"314","África",2015-02-01,1,0,0,0,8554,-0.199958686221855
"315","África",2015-03-01,0,0,1,0,10001,0.126287310176296
"316","África",2015-04-01,0,0,1,0,8249,-0.204816460135609
"317","África",2015-05-01,0,0,1,0,9321,0.107189281071893
"318","África",2015-06-01,0,0,0,1,9279,-0.00509152624560553
"319","África",2015-07-01,0,0,0,1,10002,0.0775667846797554
"320","África",2015-08-01,0,0,0,1,9306,-0.0750080827675396
"321","África",2015-09-01,0,1,0,0,5068,-0.42371525694861
"322","África",2015-10-01,0,1,0,0,8771,0.397915323447238
"323","África",2015-11-01,0,1,0,0,10692,0.37904498816101
"324","África",2015-12-01,1,0,0,0,10282,-0.0467449549652263
"325","África",2016-01-01,1,0,0,0,8454,-0.170968948746727
"326","África",2016-02-01,1,0,0,0,7124,-0.12935226609609
"327","África",2016-03-01,0,0,1,0,6754,-0.0437662644901822
"328","África",2016-04-01,0,0,1,0,6218,-0.0752386299831555
"329","África",2016-05-01,0,0,1,0,5195,-0.151465798045603
"330","África",2016-06-01,0,0,0,1,4207,-0.158893534898681
"331","África",2016-07-01,0,0,0,1,7397,0.614051973051011
"332","África",2016-08-01,0,0,0,1,10316,0.693843594009983
"333","África",2016-09-01,0,1,0,0,6937,-0.45680681357307
"334","África",2016-10-01,0,1,0,0,6248,-0.0667894532764637
"335","África",2016-11-01,0,1,0,0,6435,0.0269568977944356
"336","África",2016-12-01,1,0,0,0,6106,-0.0526568501920615
