"","Continente","mes_ano","verao","primavera","outono","inverno","Chegadas","percent"
"28","América Central e Caribe",1991-04-01,0,0,1,0,574,0.459807073954984
"29","América Central e Caribe",1991-05-01,0,0,1,0,465,-0.252900232018561
"30","América Central e Caribe",1991-06-01,0,0,0,1,444,-0.0365853658536585
"31","América Central e Caribe",1991-07-01,0,0,0,1,415,-0.0623655913978495
"32","América Central e Caribe",1991-08-01,0,0,0,1,406,-0.0202702702702703
"33","América Central e Caribe",1991-09-01,0,1,0,0,337,-0.166265060240964
"34","América Central e Caribe",1991-10-01,0,1,0,0,1002,1.63793103448276
"35","América Central e Caribe",1991-11-01,0,1,0,0,890,-0.332344213649852
"36","América Central e Caribe",1991-12-01,1,0,0,0,791,-0.0988023952095808
"37","América Central e Caribe",1992-01-01,1,0,0,0,580,-0.237078651685393
"38","América Central e Caribe",1992-02-01,1,0,0,0,470,-0.139064475347661
"39","América Central e Caribe",1992-03-01,0,0,1,0,638,0.289655172413793
"40","América Central e Caribe",1992-04-01,0,0,1,0,539,-0.21063829787234
"41","América Central e Caribe",1992-05-01,0,0,1,0,825,0.448275862068966
"42","América Central e Caribe",1992-06-01,0,0,0,1,958,0.246753246753247
"43","América Central e Caribe",1992-07-01,0,0,0,1,507,-0.546666666666667
"44","América Central e Caribe",1992-08-01,0,0,0,1,507,0
"45","América Central e Caribe",1992-09-01,0,1,0,0,598,0.179487179487179
"46","América Central e Caribe",1992-10-01,0,1,0,0,485,-0.222879684418146
"47","América Central e Caribe",1992-11-01,0,1,0,0,819,0.558528428093645
"48","América Central e Caribe",1992-12-01,1,0,0,0,426,-0.810309278350515
"49","América Central e Caribe",1993-01-01,1,0,0,0,270,-0.19047619047619
"50","América Central e Caribe",1993-02-01,1,0,0,0,598,0.769953051643192
"51","América Central e Caribe",1993-03-01,0,0,1,0,542,-0.207407407407407
"52","América Central e Caribe",1993-04-01,0,0,1,0,392,-0.250836120401338
"53","América Central e Caribe",1993-05-01,0,0,1,0,333,-0.108856088560886
"54","América Central e Caribe",1993-06-01,0,0,0,1,440,0.272959183673469
"55","América Central e Caribe",1993-07-01,0,0,0,1,305,-0.405405405405405
"56","América Central e Caribe",1993-08-01,0,0,0,1,599,0.668181818181818
"57","América Central e Caribe",1993-09-01,0,1,0,0,741,0.465573770491803
"58","América Central e Caribe",1993-10-01,0,1,0,0,542,-0.332220367278798
"59","América Central e Caribe",1993-11-01,0,1,0,0,595,0.0715249662618084
"60","América Central e Caribe",1993-12-01,1,0,0,0,490,-0.193726937269373
"61","América Central e Caribe",1994-01-01,1,0,0,0,495,0.00840336134453781
"62","América Central e Caribe",1994-02-01,1,0,0,0,666,0.348979591836735
"63","América Central e Caribe",1994-03-01,0,0,1,0,961,0.595959595959596
"64","América Central e Caribe",1994-04-01,0,0,1,0,696,-0.397897897897898
"65","América Central e Caribe",1994-05-01,0,0,1,0,945,0.259105098855359
"66","América Central e Caribe",1994-06-01,0,0,0,1,798,-0.211206896551724
"67","América Central e Caribe",1994-07-01,0,0,0,1,836,0.0402116402116402
"68","América Central e Caribe",1994-08-01,0,0,0,1,960,0.155388471177945
"69","América Central e Caribe",1994-09-01,0,1,0,0,848,-0.133971291866029
"70","América Central e Caribe",1994-10-01,0,1,0,0,1135,0.298958333333333
"71","América Central e Caribe",1994-11-01,0,1,0,0,1081,-0.0636792452830189
"72","América Central e Caribe",1994-12-01,1,0,0,0,860,-0.194713656387665
"73","América Central e Caribe",1995-01-01,1,0,0,0,1020,0.148011100832562
"74","América Central e Caribe",1995-02-01,1,0,0,0,1284,0.306976744186047
"75","América Central e Caribe",1995-03-01,0,0,1,0,1007,-0.27156862745098
"76","América Central e Caribe",1995-04-01,0,0,1,0,815,-0.149532710280374
"77","América Central e Caribe",1995-05-01,0,0,1,0,889,0.0734856007944389
"78","América Central e Caribe",1995-06-01,0,0,0,1,901,0.0147239263803681
"79","América Central e Caribe",1995-07-01,0,0,0,1,920,0.0213723284589426
"80","América Central e Caribe",1995-08-01,0,0,0,1,1219,0.331853496115427
"81","América Central e Caribe",1995-09-01,0,1,0,0,798,-0.457608695652174
"82","América Central e Caribe",1995-10-01,0,1,0,0,1417,0.507793273174733
"83","América Central e Caribe",1995-11-01,0,1,0,0,1761,0.431077694235589
"84","América Central e Caribe",1995-12-01,1,0,0,0,1451,-0.218772053634439
"85","América Central e Caribe",1996-01-01,1,0,0,0,1468,0.00965360590573538
"86","América Central e Caribe",1996-02-01,1,0,0,0,1472,0.00275671950379049
"87","América Central e Caribe",1996-03-01,0,0,1,0,1726,0.173024523160763
"88","América Central e Caribe",1996-04-01,0,0,1,0,1341,-0.261548913043478
"89","América Central e Caribe",1996-05-01,0,0,1,0,992,-0.202201622247972
"90","América Central e Caribe",1996-06-01,0,0,0,1,1496,0.375838926174497
"91","América Central e Caribe",1996-07-01,0,0,0,1,1535,0.0393145161290323
"92","América Central e Caribe",1996-08-01,0,0,0,1,2183,0.433155080213904
"93","América Central e Caribe",1996-09-01,0,1,0,0,1998,-0.120521172638436
"94","América Central e Caribe",1996-10-01,0,1,0,0,2027,0.0132844709115896
"95","América Central e Caribe",1996-11-01,0,1,0,0,1220,-0.403903903903904
"96","América Central e Caribe",1996-12-01,1,0,0,0,1113,-0.0527873704982733
"97","América Central e Caribe",1997-01-01,1,0,0,0,1499,0.316393442622951
"98","América Central e Caribe",1997-02-01,1,0,0,0,1457,-0.0377358490566038
"99","América Central e Caribe",1997-03-01,0,0,1,0,1517,0.0400266844563042
"100","América Central e Caribe",1997-04-01,0,0,1,0,1440,-0.0528483184625944
"101","América Central e Caribe",1997-05-01,0,0,1,0,1812,0.245220830586684
"102","América Central e Caribe",1997-06-01,0,0,0,1,1458,-0.245833333333333
"103","América Central e Caribe",1997-07-01,0,0,0,1,1674,0.119205298013245
"104","América Central e Caribe",1997-08-01,0,0,0,1,1870,0.13443072702332
"105","América Central e Caribe",1997-09-01,0,1,0,0,1567,-0.181003584229391
"106","América Central e Caribe",1997-10-01,0,1,0,0,1604,0.0197860962566845
"107","América Central e Caribe",1997-11-01,0,1,0,0,1700,0.0612635609444799
"108","América Central e Caribe",1997-12-01,1,0,0,0,1449,-0.156483790523691
"109","América Central e Caribe",1998-01-01,1,0,0,0,3641,1.28941176470588
"110","América Central e Caribe",1998-02-01,1,0,0,0,3311,-0.227743271221532
"111","América Central e Caribe",1998-03-01,0,0,1,0,3105,-0.0565778632243889
"112","América Central e Caribe",1998-04-01,0,0,1,0,2343,-0.230141951072184
"113","América Central e Caribe",1998-05-01,0,0,1,0,2172,-0.0550724637681159
"114","América Central e Caribe",1998-06-01,0,0,0,1,2250,0.0332906530089629
"115","América Central e Caribe",1998-07-01,0,0,0,1,2459,0.0962246777163904
"116","América Central e Caribe",1998-08-01,0,0,0,1,2472,0.00577777777777778
"117","América Central e Caribe",1998-09-01,0,1,0,0,2195,-0.112647417649451
"118","América Central e Caribe",1998-10-01,0,1,0,0,2304,0.0440938511326861
"119","América Central e Caribe",1998-11-01,0,1,0,0,2601,0.135307517084282
"120","América Central e Caribe",1998-12-01,1,0,0,0,2650,0.0212673611111111
"121","América Central e Caribe",1999-01-01,1,0,0,0,3886,0.47520184544406
"122","América Central e Caribe",1999-02-01,1,0,0,0,3525,-0.13622641509434
"123","América Central e Caribe",1999-03-01,0,0,1,0,3334,-0.0491507977354606
"124","América Central e Caribe",1999-04-01,0,0,1,0,2528,-0.228652482269504
"125","América Central e Caribe",1999-05-01,0,0,1,0,2341,-0.0560887822435513
"126","América Central e Caribe",1999-06-01,0,0,0,1,2417,0.0300632911392405
"127","América Central e Caribe",1999-07-01,0,0,0,1,2636,0.0935497650576677
"128","América Central e Caribe",1999-08-01,0,0,0,1,2660,0.00992966487381051
"129","América Central e Caribe",1999-09-01,0,1,0,0,2349,-0.117981790591806
"130","América Central e Caribe",1999-10-01,0,1,0,0,2449,0.037593984962406
"131","América Central e Caribe",1999-11-01,0,1,0,0,2778,0.140059599829715
"132","América Central e Caribe",1999-12-01,1,0,0,0,2836,0.0236831359738669
"133","América Central e Caribe",2000-01-01,1,0,0,0,2975,0.0500359971202304
"134","América Central e Caribe",2000-02-01,1,0,0,0,2628,-0.122355430183357
"135","América Central e Caribe",2000-03-01,0,0,1,0,2430,-0.0665546218487395
"136","América Central e Caribe",2000-04-01,0,0,1,0,1625,-0.306316590563166
"137","América Central e Caribe",2000-05-01,0,0,1,0,1418,-0.0851851851851852
"138","América Central e Caribe",2000-06-01,0,0,0,1,1568,0.0923076923076923
"139","América Central e Caribe",2000-07-01,0,0,0,1,1661,0.0655853314527503
"140","América Central e Caribe",2000-08-01,0,0,0,1,1570,-0.0580357142857143
"141","América Central e Caribe",2000-09-01,0,1,0,0,1412,-0.0951234196267309
"142","América Central e Caribe",2000-10-01,0,1,0,0,1543,0.0834394904458599
"143","América Central e Caribe",2000-11-01,0,1,0,0,1775,0.164305949008499
"144","América Central e Caribe",2000-12-01,1,0,0,0,2025,0.16202203499676
"145","América Central e Caribe",2001-01-01,1,0,0,0,2827,0.451830985915493
"146","América Central e Caribe",2001-02-01,1,0,0,0,2567,-0.128395061728395
"147","América Central e Caribe",2001-03-01,0,0,1,0,2368,-0.0703926423770782
"148","América Central e Caribe",2001-04-01,0,0,1,0,1628,-0.28827425009739
"149","América Central e Caribe",2001-05-01,0,0,1,0,1354,-0.115709459459459
"150","América Central e Caribe",2001-06-01,0,0,0,1,1479,0.0767813267813268
"151","América Central e Caribe",2001-07-01,0,0,0,1,1761,0.208271787296898
"152","América Central e Caribe",2001-08-01,0,0,0,1,1529,-0.156862745098039
"153","América Central e Caribe",2001-09-01,0,1,0,0,1229,-0.170357751277683
"154","América Central e Caribe",2001-10-01,0,1,0,0,1252,0.0150425114453891
"155","América Central e Caribe",2001-11-01,0,1,0,0,1312,0.048820179007323
"156","América Central e Caribe",2001-12-01,1,0,0,0,1623,0.248402555910543
"157","América Central e Caribe",2002-01-01,1,0,0,0,3795,1.65548780487805
"158","América Central e Caribe",2002-02-01,1,0,0,0,2646,-0.707948243992606
"159","América Central e Caribe",2002-03-01,0,0,1,0,2106,-0.142292490118577
"160","América Central e Caribe",2002-04-01,0,0,1,0,1396,-0.26832955404384
"161","América Central e Caribe",2002-05-01,0,0,1,0,1464,0.0322886989553656
"162","América Central e Caribe",2002-06-01,0,0,0,1,1518,0.0386819484240688
"163","América Central e Caribe",2002-07-01,0,0,0,1,1871,0.241120218579235
"164","América Central e Caribe",2002-08-01,0,0,0,1,1833,-0.0250329380764163
"165","América Central e Caribe",2002-09-01,0,1,0,0,1713,-0.0641368252271513
"166","América Central e Caribe",2002-10-01,0,1,0,0,1796,0.0452809601745772
"167","América Central e Caribe",2002-11-01,0,1,0,0,1643,-0.0893169877408056
"168","América Central e Caribe",2002-12-01,1,0,0,0,2310,0.371380846325167
"169","América Central e Caribe",2003-01-01,1,0,0,0,3192,0.536822884966525
"170","América Central e Caribe",2003-02-01,1,0,0,0,2682,-0.220779220779221
"171","América Central e Caribe",2003-03-01,0,0,1,0,2787,0.0328947368421053
"172","América Central e Caribe",2003-04-01,0,0,1,0,2397,-0.145413870246085
"173","América Central e Caribe",2003-05-01,0,0,1,0,2457,0.0215285252960172
"174","América Central e Caribe",2003-06-01,0,0,0,1,2470,0.00542344597413433
"175","América Central e Caribe",2003-07-01,0,0,0,1,1739,-0.297517297517297
"176","América Central e Caribe",2003-08-01,0,0,0,1,2105,0.148178137651822
"177","América Central e Caribe",2003-09-01,0,1,0,0,2660,0.319148936170213
"178","América Central e Caribe",2003-10-01,0,1,0,0,2660,0
"179","América Central e Caribe",2003-11-01,0,1,0,0,2207,-0.170300751879699
"180","América Central e Caribe",2003-12-01,1,0,0,0,2180,-0.0101503759398496
"181","América Central e Caribe",2004-01-01,1,0,0,0,3729,0.701857725419121
"182","América Central e Caribe",2004-02-01,1,0,0,0,2914,-0.373853211009174
"183","América Central e Caribe",2004-03-01,0,0,1,0,2780,-0.0359345669080182
"184","América Central e Caribe",2004-04-01,0,0,1,0,2814,0.0116678105696637
"185","América Central e Caribe",2004-05-01,0,0,1,0,3269,0.163669064748201
"186","América Central e Caribe",2004-06-01,0,0,0,1,2655,-0.2181947405828
"187","América Central e Caribe",2004-07-01,0,0,0,1,2615,-0.0122361578464362
"188","América Central e Caribe",2004-08-01,0,0,0,1,2513,-0.0384180790960452
"189","América Central e Caribe",2004-09-01,0,1,0,0,3013,0.191204588910134
"190","América Central e Caribe",2004-10-01,0,1,0,0,3372,0.142857142857143
"191","América Central e Caribe",2004-11-01,0,1,0,0,3134,-0.0789910388317292
"192","América Central e Caribe",2004-12-01,1,0,0,0,3022,-0.033214709371293
"193","América Central e Caribe",2005-01-01,1,0,0,0,3736,0.227823867262285
"194","América Central e Caribe",2005-02-01,1,0,0,0,2848,-0.293845135671741
"195","América Central e Caribe",2005-03-01,0,0,1,0,2862,0.00374732334047109
"196","América Central e Caribe",2005-04-01,0,0,1,0,3028,0.0582865168539326
"197","América Central e Caribe",2005-05-01,0,0,1,0,3568,0.188679245283019
"198","América Central e Caribe",2005-06-01,0,0,0,1,3457,-0.0366578599735799
"199","América Central e Caribe",2005-07-01,0,0,0,1,3778,0.0899663677130045
"200","América Central e Caribe",2005-08-01,0,0,0,1,3153,-0.18079259473532
"201","América Central e Caribe",2005-09-01,0,1,0,0,3247,0.0248808893594494
"202","América Central e Caribe",2005-10-01,0,1,0,0,3448,0.0637488106565176
"203","América Central e Caribe",2005-11-01,0,1,0,0,3833,0.118570988604866
"204","América Central e Caribe",2005-12-01,1,0,0,0,3123,-0.205916473317865
"205","América Central e Caribe",2006-01-01,1,0,0,0,3699,0.150273936864075
"206","América Central e Caribe",2006-02-01,1,0,0,0,3677,-0.00704450848543068
"207","América Central e Caribe",2006-03-01,0,0,1,0,4631,0.257907542579075
"208","América Central e Caribe",2006-04-01,0,0,1,0,4205,-0.115855316834376
"209","América Central e Caribe",2006-05-01,0,0,1,0,4108,-0.0209458000431872
"210","América Central e Caribe",2006-06-01,0,0,0,1,4278,0.0404280618311534
"211","América Central e Caribe",2006-07-01,0,0,0,1,2398,-0.457643622200584
"212","América Central e Caribe",2006-08-01,0,0,0,1,2613,0.0502571294997662
"213","América Central e Caribe",2006-09-01,0,1,0,0,1238,-0.573394495412844
"214","América Central e Caribe",2006-10-01,0,1,0,0,3813,0.985457328740911
"215","América Central e Caribe",2006-11-01,0,1,0,0,2522,-1.04281098546042
"216","América Central e Caribe",2006-12-01,1,0,0,0,6641,1.08025177025964
"217","América Central e Caribe",2007-01-01,1,0,0,0,4018,-1.04004758128469
"218","América Central e Caribe",2007-02-01,1,0,0,0,2946,-0.161421472669779
"219","América Central e Caribe",2007-03-01,0,0,1,0,3210,0.0657043305126929
"220","América Central e Caribe",2007-04-01,0,0,1,0,3639,0.145621181262729
"221","América Central e Caribe",2007-05-01,0,0,1,0,4121,0.150155763239875
"222","América Central e Caribe",2007-06-01,0,0,0,1,3267,-0.2346798571036
"223","América Central e Caribe",2007-07-01,0,0,0,1,6488,0.781606406212084
"224","América Central e Caribe",2007-08-01,0,0,0,1,2984,-1.07254361799816
"225","América Central e Caribe",2007-09-01,0,1,0,0,5347,0.36421085080148
"226","América Central e Caribe",2007-10-01,0,1,0,0,3400,-0.652479892761394
"227","América Central e Caribe",2007-11-01,0,1,0,0,3360,-0.00748083037217131
"228","América Central e Caribe",2007-12-01,1,0,0,0,3794,0.127647058823529
"229","América Central e Caribe",2008-01-01,1,0,0,0,3309,-0.144345238095238
"230","América Central e Caribe",2008-02-01,1,0,0,0,2985,-0.0853979968371112
"231","América Central e Caribe",2008-03-01,0,0,1,0,3913,0.280447265034754
"232","América Central e Caribe",2008-04-01,0,0,1,0,3769,-0.0482412060301508
"233","América Central e Caribe",2008-05-01,0,0,1,0,4120,0.0897009966777409
"234","América Central e Caribe",2008-06-01,0,0,0,1,4060,-0.0159193420005306
"235","América Central e Caribe",2008-07-01,0,0,0,1,4371,0.0754854368932039
"236","América Central e Caribe",2008-08-01,0,0,0,1,4701,0.0812807881773399
"237","América Central e Caribe",2008-09-01,0,1,0,0,4132,-0.130176161061542
"238","América Central e Caribe",2008-10-01,0,1,0,0,4496,0.0774303339714954
"239","América Central e Caribe",2008-11-01,0,1,0,0,4765,0.0651016456921588
"240","América Central e Caribe",2008-12-01,1,0,0,0,3447,-0.293149466192171
"241","América Central e Caribe",2009-01-01,1,0,0,0,3164,-0.0593913955928646
"242","América Central e Caribe",2009-02-01,1,0,0,0,2272,-0.2587757470264
"243","América Central e Caribe",2009-03-01,0,0,1,0,2613,0.107774968394437
"244","América Central e Caribe",2009-04-01,0,0,1,0,2350,-0.115757042253521
"245","América Central e Caribe",2009-05-01,0,0,1,0,2433,0.0317642556448527
"246","América Central e Caribe",2009-06-01,0,0,0,1,3010,0.245531914893617
"247","América Central e Caribe",2009-07-01,0,0,0,1,2443,-0.233045622688039
"248","América Central e Caribe",2009-08-01,0,0,0,1,2583,0.0465116279069767
"249","América Central e Caribe",2009-09-01,0,1,0,0,2552,-0.0126893164142448
"250","América Central e Caribe",2009-10-01,0,1,0,0,3146,0.229965156794425
"251","América Central e Caribe",2009-11-01,0,1,0,0,2941,-0.0803291536050157
"252","América Central e Caribe",2009-12-01,1,0,0,0,2314,-0.199300699300699
"253","América Central e Caribe",2010-01-01,1,0,0,0,2550,0.0802448146888813
"254","América Central e Caribe",2010-02-01,1,0,0,0,2282,-0.115816767502161
"255","América Central e Caribe",2010-03-01,0,0,1,0,3933,0.647450980392157
"256","América Central e Caribe",2010-04-01,0,0,1,0,3074,-0.376424189307625
"257","América Central e Caribe",2010-05-01,0,0,1,0,3501,0.108568522756166
"258","América Central e Caribe",2010-06-01,0,0,0,1,3181,-0.104098893949252
"259","América Central e Caribe",2010-07-01,0,0,0,1,3002,-0.0511282490716938
"260","América Central e Caribe",2010-08-01,0,0,0,1,3874,0.274127632819868
"261","América Central e Caribe",2010-09-01,0,1,0,0,3006,-0.289140572951366
"262","América Central e Caribe",2010-10-01,0,1,0,0,3452,0.115126484254001
"263","América Central e Caribe",2010-11-01,0,1,0,0,3967,0.171324018629408
"264","América Central e Caribe",2010-12-01,1,0,0,0,3111,-0.247972190034762
"265","América Central e Caribe",2011-01-01,1,0,0,0,2443,-0.168389210990673
"266","América Central e Caribe",2011-02-01,1,0,0,0,2976,0.171327547412408
"267","América Central e Caribe",2011-03-01,0,0,1,0,3480,0.206303724928367
"268","América Central e Caribe",2011-04-01,0,0,1,0,3618,0.0463709677419355
"269","América Central e Caribe",2011-05-01,0,0,1,0,4061,0.127298850574713
"270","América Central e Caribe",2011-06-01,0,0,0,1,3554,-0.140132669983416
"271","América Central e Caribe",2011-07-01,0,0,0,1,2959,-0.146515636542723
"272","América Central e Caribe",2011-08-01,0,0,0,1,3469,0.143500281373101
"273","América Central e Caribe",2011-09-01,0,1,0,0,3980,0.172693477526191
"274","América Central e Caribe",2011-10-01,0,1,0,0,4306,0.0939752089939464
"275","América Central e Caribe",2011-11-01,0,1,0,0,4420,0.028643216080402
"276","América Central e Caribe",2011-12-01,1,0,0,0,3613,-0.187412912215513
"277","América Central e Caribe",2012-01-01,1,0,0,0,2744,-0.196606334841629
"278","América Central e Caribe",2012-02-01,1,0,0,0,2223,-0.144201494602823
"279","América Central e Caribe",2012-03-01,0,0,1,0,4181,0.713556851311953
"280","América Central e Caribe",2012-04-01,0,0,1,0,3536,-0.290148448043185
"281","América Central e Caribe",2012-05-01,0,0,1,0,3757,0.0528581679024157
"282","América Central e Caribe",2012-06-01,0,0,0,1,4342,0.165441176470588
"283","América Central e Caribe",2012-07-01,0,0,0,1,2940,-0.373170082512643
"284","América Central e Caribe",2012-08-01,0,0,0,1,3989,0.241593735605712
"285","América Central e Caribe",2012-09-01,0,1,0,0,3558,-0.146598639455782
"286","América Central e Caribe",2012-10-01,0,1,0,0,4095,0.134620205565305
"287","América Central e Caribe",2012-11-01,0,1,0,0,4278,0.051433389544688
"288","América Central e Caribe",2012-12-01,1,0,0,0,3511,-0.187301587301587
"289","América Central e Caribe",2013-01-01,1,0,0,0,2889,-0.145395044413277
"290","América Central e Caribe",2013-02-01,1,0,0,0,2836,-0.0150954144118485
"291","América Central e Caribe",2013-03-01,0,0,1,0,3716,0.30460366908965
"292","América Central e Caribe",2013-04-01,0,0,1,0,4009,0.103314527503526
"293","América Central e Caribe",2013-05-01,0,0,1,0,3957,-0.0139935414424112
"294","América Central e Caribe",2013-06-01,0,0,0,1,4050,0.0231978049388875
"295","América Central e Caribe",2013-07-01,0,0,0,1,10294,1.57796310336113
"296","América Central e Caribe",2013-08-01,0,0,0,1,4334,-1.4716049382716
"297","América Central e Caribe",2013-09-01,0,1,0,0,3042,-0.125510005828638
"298","América Central e Caribe",2013-10-01,0,1,0,0,4507,0.338024919243193
"299","América Central e Caribe",2013-11-01,0,1,0,0,4940,0.142340565417488
"300","América Central e Caribe",2013-12-01,1,0,0,0,3946,-0.22054581761704
"301","América Central e Caribe",2014-01-01,1,0,0,0,2978,-0.195951417004049
"302","América Central e Caribe",2014-02-01,1,0,0,0,2866,-0.0283831728332489
"303","América Central e Caribe",2014-03-01,0,0,1,0,2417,-0.150772330423103
"304","América Central e Caribe",2014-04-01,0,0,1,0,3458,0.363224005582694
"305","América Central e Caribe",2014-05-01,0,0,1,0,3858,0.165494414563508
"306","América Central e Caribe",2014-06-01,0,0,0,1,17182,3.85309427414691
"307","América Central e Caribe",2014-07-01,0,0,0,1,6821,-2.68558838776568
"308","América Central e Caribe",2014-08-01,0,0,0,1,4128,-0.156733791176813
"309","América Central e Caribe",2014-09-01,0,1,0,0,3821,-0.045008063333822
"310","América Central e Caribe",2014-10-01,0,1,0,0,3507,-0.0760658914728682
"311","América Central e Caribe",2014-11-01,0,1,0,0,4628,0.293378696676263
"312","América Central e Caribe",2014-12-01,1,0,0,0,6304,0.477901340176789
"313","América Central e Caribe",2015-01-01,1,0,0,0,2845,-0.747407087294728
"314","América Central e Caribe",2015-02-01,1,0,0,0,3348,0.0797906091370558
"315","América Central e Caribe",2015-03-01,0,0,1,0,4738,0.488576449912127
"316","América Central e Caribe",2015-04-01,0,0,1,0,4394,-0.102747909199522
"317","América Central e Caribe",2015-05-01,0,0,1,0,4612,0.0460109750949768
"318","América Central e Caribe",2015-06-01,0,0,0,1,5045,0.0985434683659536
"319","América Central e Caribe",2015-07-01,0,0,0,1,4739,-0.0663486556808326
"320","América Central e Caribe",2015-08-01,0,0,0,1,4140,-0.118731417244797
"321","América Central e Caribe",2015-09-01,0,1,0,0,3105,-0.218400506435957
"322","América Central e Caribe",2015-10-01,0,1,0,0,5298,0.529710144927536
"323","América Central e Caribe",2015-11-01,0,1,0,0,5775,0.153623188405797
"324","América Central e Caribe",2015-12-01,1,0,0,0,5670,-0.0198187995469989
"325","América Central e Caribe",2016-01-01,1,0,0,0,3885,-0.309090909090909
"326","América Central e Caribe",2016-02-01,1,0,0,0,3450,-0.0767195767195767
"327","América Central e Caribe",2016-03-01,0,0,1,0,4513,0.273616473616474
"328","América Central e Caribe",2016-04-01,0,0,1,0,4492,-0.00608695652173913
"329","América Central e Caribe",2016-05-01,0,0,1,0,4258,-0.0518502105029914
"330","América Central e Caribe",2016-06-01,0,0,0,1,3804,-0.10106856634016
"331","América Central e Caribe",2016-07-01,0,0,0,1,4331,0.123767026773133
"332","América Central e Caribe",2016-08-01,0,0,0,1,6036,0.448212407991588
"333","América Central e Caribe",2016-09-01,0,1,0,0,3995,-0.471253752020319
"334","América Central e Caribe",2016-10-01,0,1,0,0,4042,0.00778661365142478
"335","América Central e Caribe",2016-11-01,0,1,0,0,4494,0.113141426783479
"336","América Central e Caribe",2016-12-01,1,0,0,0,4112,-0.0945076694705591
